"Номер животного";"Дата рождения";"Дата архива";"Лактация";"Дата начала тек.лакт";"Дни в доении";"Статус коровы";"Дата осеменения";"Дата успешного осеменения";"Дни стельности";"Дата запуска тек.лакт";"Дата ожидаемого запуска";"Дата ожидаемого отела"
"20321";"16.07.2017";"";"5";"11.11.2023";"82";"Дойная";"";"";"";"";"";""
"20328";"18.07.2017";"";"5";"26.10.2023";"98";"Дойная";"";"";"";"";"";""
"20362";"02.08.2017";"";"5";"28.05.2023";"249";"Дойная";"28.12.2023";"";"";"";"";""
"20364";"05.08.2017";"";"5";"12.07.2023";"204";"Дойная";"30.11.2023";"";"";"";"";""
"20451";"13.09.2017";"";"4";"01.08.2023";"184";"Дойная";"12.10.2023";"";"";"";"";""
"20486";"29.09.2017";"";"4";"02.09.2023";"152";"Дойная";"";"";"";"";"";""
"20505";"09.10.2017";"";"4";"16.02.2023";"350";"Дойная";"28.09.2023";"";"";"";"";""
"20514";"12.10.2017";"";"5";"04.09.2023";"150";"Дойная";"";"";"";"";"";""
"20569";"02.11.2017";"";"4";"17.06.2023";"229";"Дойная";"";"";"";"";"";""
"20572";"03.11.2017";"";"5";"03.11.2023";"90";"Дойная";"";"";"";"";"";""
"20583";"09.11.2017";"";"5";"28.11.2023";"65";"Дойная";"";"";"";"";"";""
"20599";"19.11.2017";"";"4";"07.05.2023";"270";"Дойная";"16.11.2023";"";"";"";"";""
"20628";"01.12.2017";"";"4";"24.08.2023";"161";"Дойная";"";"";"";"";"";""
"20680";"14.12.2017";"";"5";"14.08.2023";"171";"Осемененная";"04.01.2024";"04.01.2024";"";"";"";""
"20724";"23.12.2017";"";"4";"21.07.2023";"195";"Дойная";"02.11.2023";"";"";"";"";""
"20739";"27.12.2017";"";"5";"17.09.2023";"137";"Дойная";"";"";"";"";"";""
"20760";"02.01.2018";"";"5";"25.10.2023";"99";"Дойная";"";"";"";"";"";""
"20834";"29.01.2018";"";"4";"06.10.2023";"118";"Дойная";"";"";"";"";"";""
"20845";"02.02.2018";"";"5";"09.12.2023";"54";"Дойная";"";"";"";"";"";""
"20855";"06.02.2018";"";"5";"11.01.2024";"21";"Дойная";"";"";"";"";"";""
"20857";"07.02.2018";"";"4";"15.03.2023";"323";"Дойная";"28.12.2023";"";"";"";"";""
"20877";"22.02.2018";"";"4";"19.04.2023";"288";"Дойная";"04.01.2024";"";"";"";"";""
"20895";"29.03.2018";"";"4";"24.06.2023";"222";"Осемененная";"16.11.2023";"16.11.2023";"";"";"";""
"20902";"08.04.2018";"";"4";"31.05.2023";"246";"Дойная";"";"";"";"";"";""
"20905";"12.04.2018";"";"4";"27.06.2023";"219";"Осемененная";"12.10.2023";"12.10.2023";"";"";"";""
"20929";"29.04.2018";"";"4";"13.04.2023";"294";"Дойная";"06.07.2023";"";"";"";"";""
"20938";"06.05.2018";"";"3";"06.07.2023";"210";"Дойная";"";"";"";"";"";""
"20951";"21.05.2018";"";"4";"30.09.2023";"124";"Дойная";"";"";"";"";"";""
"20952";"21.05.2018";"";"4";"23.03.2023";"315";"Дойная";"04.01.2024";"";"";"";"";""
"21002";"15.06.2018";"";"4";"15.09.2023";"139";"Дойная";"";"";"";"";"";""
"21041";"07.07.2018";"";"4";"31.12.2023";"32";"Дойная";"";"";"";"";"";""
"21049";"10.07.2018";"";"4";"12.05.2023";"265";"Дойная";"18.01.2024";"";"";"";"";""
"21053";"12.07.2018";"";"4";"18.10.2023";"106";"Дойная";"";"";"";"";"";""
"21162";"04.09.2018";"";"4";"02.01.2024";"30";"Дойная";"";"";"";"";"";""
"21182";"12.09.2018";"";"4";"02.08.2023";"183";"Дойная";"";"";"";"";"";""
"21188";"15.09.2018";"";"4";"13.07.2023";"203";"Дойная";"20.11.2023";"";"";"";"";""
"21196";"18.09.2018";"";"4";"15.11.2023";"78";"Дойная";"";"";"";"";"";""
"21218";"28.09.2018";"";"4";"22.10.2023";"102";"Дойная";"";"";"";"";"";""
"21222";"29.09.2018";"";"4";"11.11.2023";"82";"Осемененная";"25.01.2024";"25.01.2024";"";"";"";""
"21238";"07.10.2018";"";"3";"06.04.2023";"301";"Дойная";"";"";"";"";"";""
"21255";"15.10.2018";"";"4";"24.11.2023";"69";"Дойная";"";"";"";"";"";""
"21286";"02.11.2018";"";"3";"28.04.2023";"279";"Дойная";"19.10.2023";"";"";"";"";""
"21303";"11.11.2018";"";"4";"17.11.2023";"76";"Осемененная";"25.01.2024";"25.01.2024";"";"";"";""
"21320";"17.11.2018";"";"4";"07.10.2023";"117";"Осемененная";"25.01.2024";"25.01.2024";"";"";"";""
"21341";"26.11.2018";"";"3";"21.06.2023";"225";"Осемененная";"14.12.2023";"14.12.2023";"";"";"";""
"21344";"28.11.2018";"";"4";"19.12.2023";"44";"Дойная";"";"";"";"";"";""
"21431";"26.12.2018";"";"3";"05.03.2023";"333";"Дойная";"16.11.2023";"";"";"";"";""
"21471";"09.01.2019";"";"4";"16.12.2023";"47";"Дойная";"";"";"";"";"";""
"21517";"12.02.2019";"";"3";"06.07.2023";"210";"Осемененная";"23.11.2023";"23.11.2023";"";"";"";""
"21531";"18.02.2019";"";"3";"22.05.2023";"255";"Дойная";"21.12.2023";"";"";"";"";""
"21538";"24.02.2019";"";"3";"29.07.2023";"187";"Дойная";"";"";"";"";"";""
"21576";"15.03.2019";"";"4";"12.12.2023";"51";"Дойная";"";"";"";"";"";""
"21583";"19.03.2019";"";"3";"24.10.2023";"100";"Дойная";"";"";"";"";"";""
"21610";"06.04.2019";"";"4";"17.01.2024";"15";"Дойная";"";"";"";"";"";""
"21618";"09.04.2019";"";"4";"05.01.2024";"27";"Дойная";"";"";"";"";"";""
"21649";"18.04.2019";"";"3";"07.03.2023";"331";"Дойная";"28.12.2023";"";"";"";"";""
"21657";"19.04.2019";"";"4";"08.01.2024";"24";"Дойная";"";"";"";"";"";""
"21676";"25.04.2019";"";"3";"21.12.2023";"42";"Дойная";"";"";"";"";"";""
"21683";"27.04.2019";"";"3";"09.06.2023";"237";"Осемененная";"17.08.2023";"17.08.2023";"";"";"";""
"21687";"29.04.2019";"";"3";"28.04.2023";"279";"Дойная";"06.07.2023";"";"";"";"";""
"21768";"06.06.2019";"";"3";"23.06.2023";"223";"Дойная";"19.10.2023";"";"";"";"";""
"21790";"12.06.2019";"";"4";"26.01.2024";"6";"Дойная";"";"";"";"";"";""
"21812";"19.06.2019";"";"3";"08.08.2023";"177";"Дойная";"";"";"";"";"";""
"21848";"30.06.2019";"";"3";"30.07.2023";"186";"Осемененная";"16.11.2023";"16.11.2023";"";"";"";""
"21850";"01.07.2019";"";"3";"11.12.2023";"52";"Дойная";"";"";"";"";"";""
"21888";"15.07.2019";"";"3";"31.07.2023";"185";"Осемененная";"12.10.2023";"12.10.2023";"";"";"";""
"21900";"18.07.2019";"";"3";"09.08.2023";"176";"Дойная";"01.02.2024";"";"";"";"";""
"21910";"22.07.2019";"";"3";"19.11.2023";"74";"Дойная";"01.02.2024";"";"";"";"";""
"21921";"25.07.2019";"";"3";"10.07.2023";"206";"Дойная";"26.10.2023";"";"";"";"";""
"21922";"25.07.2019";"";"3";"19.06.2023";"227";"Дойная";"";"";"";"";"";""
"21923";"26.07.2019";"";"2";"30.11.2023";"63";"Дойная";"";"";"";"";"";""
"21929";"27.07.2019";"";"3";"28.12.2023";"35";"Дойная";"";"";"";"";"";""
"21982";"13.08.2019";"";"3";"23.12.2023";"40";"Дойная";"";"";"";"";"";""
"22007";"22.08.2019";"";"3";"15.12.2023";"48";"Дойная";"";"";"";"";"";""
"22012";"24.08.2019";"";"3";"19.05.2023";"258";"Дойная";"01.02.2024";"";"";"";"";""
"22028";"01.09.2019";"";"3";"12.12.2023";"51";"Дойная";"";"";"";"";"";""
"22063";"08.09.2019";"";"3";"22.09.2023";"132";"Осемененная";"30.11.2023";"30.11.2023";"";"";"";""
"22116";"04.10.2019";"";"3";"10.08.2023";"175";"Осемененная";"28.12.2023";"28.12.2023";"";"";"";""
"22118";"04.10.2019";"";"3";"28.07.2023";"188";"Осемененная";"05.10.2023";"05.10.2023";"";"";"";""
"22147";"22.10.2019";"";"3";"16.11.2023";"77";"Дойная";"";"";"";"";"";""
"22186";"04.11.2019";"";"3";"23.11.2023";"70";"Дойная";"";"";"";"";"";""
"22189";"05.11.2019";"";"3";"20.11.2023";"73";"Дойная";"";"";"";"";"";""
"22197";"08.11.2019";"";"3";"27.06.2023";"219";"Дойная";"";"";"";"";"";""
"22200";"09.11.2019";"";"2";"27.05.2023";"250";"Дойная";"11.09.2023";"";"";"";"";""
"22237";"21.11.2019";"";"3";"07.12.2023";"56";"Дойная";"";"";"";"";"";""
"22246";"23.11.2019";"";"2";"25.03.2023";"313";"Дойная";"04.01.2024";"";"";"";"";""
"22249";"24.11.2019";"";"3";"26.10.2023";"98";"Дойная";"";"";"";"";"";""
"22252";"26.11.2019";"";"3";"16.08.2023";"169";"Дойная";"";"";"";"";"";""
"22254";"26.11.2019";"";"3";"15.12.2023";"48";"Дойная";"";"";"";"";"";""
"22281";"06.12.2019";"";"2";"07.06.2023";"239";"Дойная";"";"";"";"";"";""
"22331";"26.12.2019";"";"3";"15.12.2023";"48";"Дойная";"";"";"";"";"";""
"22338";"29.12.2019";"";"3";"02.01.2024";"30";"Дойная";"";"";"";"";"";""
"22356";"09.01.2020";"";"3";"31.10.2023";"93";"Дойная";"";"";"";"";"";""
"22393";"25.01.2020";"";"3";"25.12.2023";"38";"Дойная";"";"";"";"";"";""
"22432";"18.02.2020";"";"3";"13.01.2024";"19";"Дойная";"";"";"";"";"";""
"22440";"21.02.2020";"";"2";"23.03.2023";"315";"Дойная";"18.01.2024";"";"";"";"";""
"22454";"01.03.2020";"";"3";"24.01.2024";"8";"Дойная";"";"";"";"";"";""
"22485";"22.03.2020";"";"2";"26.08.2023";"159";"Дойная";"";"";"";"";"";""
"22493";"25.03.2020";"";"2";"22.08.2023";"163";"Дойная";"02.11.2023";"";"";"";"";""
"22495";"27.03.2020";"";"2";"21.06.2023";"225";"Осемененная";"05.10.2023";"05.10.2023";"";"";"";""
"22500";"28.03.2020";"";"3";"29.01.2024";"3";"Дойная";"";"";"";"";"";""
"22505";"29.03.2020";"";"2";"15.06.2023";"231";"Дойная";"28.09.2023";"";"";"";"";""
"22508";"30.03.2020";"";"3";"10.01.2024";"22";"Дойная";"";"";"";"";"";""
"22511";"30.03.2020";"";"3";"15.01.2024";"17";"Дойная";"";"";"";"";"";""
"22525";"05.04.2020";"";"2";"28.06.2023";"218";"Дойная";"";"";"";"";"";""
"22535";"12.04.2020";"";"2";"02.04.2023";"305";"Дойная";"18.01.2024";"";"";"";"";""
"22537";"14.04.2020";"";"2";"18.03.2023";"320";"Дойная";"07.12.2023";"";"";"";"";""
"22561";"23.04.2020";"";"2";"23.10.2023";"101";"Дойная";"";"";"";"";"";""
"22565";"24.04.2020";"";"2";"18.02.2023";"348";"Дойная";"07.12.2023";"";"";"";"";""
"22578";"29.04.2020";"";"2";"08.08.2023";"177";"Дойная";"";"";"";"";"";""
"22583";"30.04.2020";"";"2";"24.09.2023";"130";"Дойная";"";"";"";"";"";""
"22658";"21.05.2020";"";"2";"21.04.2023";"286";"Дойная";"25.01.2024";"";"";"";"";""
"22695";"05.06.2020";"";"2";"09.10.2023";"115";"Дойная";"";"";"";"";"";""
"22696";"05.06.2020";"";"2";"25.06.2023";"221";"Осемененная";"18.01.2024";"18.01.2024";"";"";"";""
"22703";"09.06.2020";"";"2";"01.10.2023";"123";"Дойная";"01.02.2024";"";"";"";"";""
"22723";"17.06.2020";"";"2";"17.05.2023";"260";"Дойная";"14.12.2023";"";"";"";"";""
"22751";"25.06.2020";"";"2";"29.11.2023";"64";"Дойная";"";"";"";"";"";""
"22761";"28.06.2020";"";"2";"05.09.2023";"149";"Дойная";"";"";"";"";"";""
"22788";"09.07.2020";"";"2";"31.08.2023";"154";"Дойная";"";"";"";"";"";""
"22793";"12.07.2020";"";"2";"18.07.2023";"198";"Дойная";"07.12.2023";"";"";"";"";""
"22796";"13.07.2020";"";"2";"01.07.2023";"215";"Дойная";"09.10.2023";"";"";"";"";""
"22805";"16.07.2020";"";"2";"09.09.2023";"145";"Осемененная";"23.11.2023";"23.11.2023";"";"";"";""
"22810";"20.07.2020";"";"2";"02.09.2023";"152";"Дойная";"";"";"";"";"";""
"22833";"29.07.2020";"";"2";"11.11.2023";"82";"Осемененная";"25.01.2024";"25.01.2024";"";"";"";""
"22838";"02.08.2020";"";"2";"21.08.2023";"164";"Дойная";"";"";"";"";"";""
"22847";"05.08.2020";"";"2";"19.07.2023";"197";"Дойная";"";"";"";"";"";""
"22867";"12.08.2020";"";"2";"07.12.2023";"56";"Дойная";"";"";"";"";"";""
"22908";"26.08.2020";"";"2";"10.07.2023";"206";"Осемененная";"26.10.2023";"26.10.2023";"";"";"";""
"22920";"05.09.2020";"";"2";"22.07.2023";"194";"Дойная";"28.12.2023";"";"";"";"";""
"22929";"10.09.2020";"";"2";"26.09.2023";"128";"Дойная";"07.12.2023";"";"";"";"";""
"22937";"11.09.2020";"";"2";"09.11.2023";"84";"Дойная";"";"";"";"";"";""
"22953";"16.09.2020";"";"2";"10.08.2023";"175";"Дойная";"19.10.2023";"";"";"";"";""
"22954";"16.09.2020";"";"2";"05.12.2023";"58";"Дойная";"";"";"";"";"";""
"22971";"25.09.2020";"";"2";"31.08.2023";"154";"Дойная";"";"";"";"";"";""
"22979";"26.09.2020";"";"2";"26.09.2023";"128";"Осемененная";"07.12.2023";"07.12.2023";"";"";"";""
"22982";"27.09.2020";"";"2";"23.09.2023";"131";"Дойная";"";"";"";"";"";""
"23030";"16.10.2020";"";"2";"24.12.2023";"39";"Дойная";"";"";"";"";"";""
"23052";"26.10.2020";"";"1";"18.02.2023";"0";"Сухостой";"08.06.2023";"08.06.2023";"";"04.01.2024";"";""
"23085";"06.11.2020";"";"2";"21.01.2024";"11";"Дойная";"";"";"";"";"";""
"23089";"08.11.2020";"";"1";"10.03.2023";"328";"Дойная";"23.11.2023";"";"";"";"";""
"23090";"08.11.2020";"";"2";"05.12.2023";"58";"Дойная";"";"";"";"";"";""
"23108";"12.11.2020";"";"2";"30.12.2023";"33";"Дойная";"";"";"";"";"";""
"23112";"13.11.2020";"";"2";"10.12.2023";"53";"Дойная";"";"";"";"";"";""
"23159";"22.11.2020";"";"2";"01.01.2024";"31";"Дойная";"";"";"";"";"";""
"23170";"26.11.2020";"";"2";"24.09.2023";"130";"Осемененная";"07.12.2023";"07.12.2023";"";"";"";""
"23181";"29.11.2020";"";"2";"21.12.2023";"42";"Дойная";"";"";"";"";"";""
"23207";"10.12.2020";"";"1";"04.02.2023";"0";"Сухостой";"21.12.2023";"21.12.2023";"";"21.01.2024";"";""
"23240";"31.12.2020";"";"2";"28.10.2023";"96";"Осемененная";"10.01.2024";"10.01.2024";"";"";"";""
"23249";"02.01.2021";"";"2";"12.12.2023";"51";"Дойная";"";"";"";"";"";""
"23255";"04.01.2021";"";"2";"03.12.2023";"60";"Дойная";"";"";"";"";"";""
"23264";"07.01.2021";"";"2";"02.12.2023";"61";"Дойная";"";"";"";"";"";""
"23284";"13.01.2021";"";"2";"30.01.2024";"2";"Дойная";"";"";"";"";"";""
"23309";"19.01.2021";"";"2";"18.12.2023";"45";"Дойная";"";"";"";"";"";""
"23316";"22.01.2021";"";"2";"31.01.2024";"1";"Дойная";"";"";"";"";"";""
"23321";"24.01.2021";"";"1";"21.12.2022";"0";"Сухостой";"27.07.2023";"27.07.2023";"";"07.12.2023";"";""
"23337";"01.02.2021";"";"2";"25.12.2023";"38";"Дойная";"";"";"";"";"";""
"23358";"08.02.2021";"";"2";"02.01.2024";"30";"Дойная";"";"";"";"";"";""
"23403";"25.02.2021";"";"2";"07.12.2023";"56";"Дойная";"";"";"";"";"";""
"23419";"03.03.2021";"";"2";"05.11.2023";"88";"Дойная";"";"";"";"";"";""
"23439";"09.03.2021";"";"1";"24.04.2023";"283";"Дойная";"";"";"";"";"";""
"23455";"15.03.2021";"";"2";"24.12.2023";"39";"Дойная";"";"";"";"";"";""
"23458";"16.03.2021";"";"2";"19.12.2023";"44";"Дойная";"";"";"";"";"";""
"23477";"22.03.2021";"";"2";"08.11.2023";"85";"Дойная";"";"";"";"";"";""
"23489";"26.03.2021";"";"2";"13.12.2023";"50";"Дойная";"";"";"";"";"";""
"23516";"03.04.2021";"";"2";"16.12.2023";"47";"Дойная";"";"";"";"";"";""
"23528";"09.04.2021";"";"2";"28.01.2024";"4";"Дойная";"";"";"";"";"";""
"23569";"23.04.2021";"";"1";"18.04.2023";"0";"Сухостой";"29.06.2023";"29.06.2023";"";"12.01.2024";"";""
"23611";"07.05.2021";"";"2";"30.01.2024";"2";"Дойная";"";"";"";"";"";""
"23616";"09.05.2021";"";"2";"27.01.2024";"5";"Дойная";"";"";"";"";"";""
"23617";"10.05.2021";"";"1";"12.03.2023";"326";"Дойная";"25.05.2023";"";"";"";"";""
"23648";"23.05.2021";"";"1";"30.04.2023";"277";"Дойная";"";"";"";"";"";""
"23668";"01.06.2021";"";"1";"10.03.2023";"328";"Дойная";"23.11.2023";"";"";"";"";""
"23676";"03.06.2021";"";"1";"20.03.2023";"318";"Осемененная";"10.08.2023";"10.08.2023";"";"";"";""
"23694";"13.06.2021";"";"1";"07.04.2023";"300";"Дойная";"20.07.2023";"";"";"";"";""
"23705";"16.06.2021";"";"1";"16.02.2023";"350";"Дойная";"21.12.2023";"";"";"";"";""
"23753";"01.07.2021";"";"1";"24.05.2023";"253";"Дойная";"07.09.2023";"";"";"";"";""
"23765";"05.07.2021";"";"1";"02.07.2023";"214";"Дойная";"";"";"";"";"";""
"23799";"18.07.2021";"";"1";"02.05.2023";"275";"Дойная";"";"";"";"";"";""
"23812";"24.07.2021";"";"1";"16.04.2023";"291";"Дойная";"29.06.2023";"";"";"";"";""
"23834";"02.08.2021";"";"1";"26.05.2023";"251";"Дойная";"";"";"";"";"";""
"23836";"02.08.2021";"";"1";"27.09.2023";"127";"Дойная";"";"";"";"";"";""
"23854";"08.08.2021";"";"1";"08.05.2023";"269";"Дойная";"20.07.2023";"";"";"";"";""
"23893";"24.08.2021";"";"1";"19.06.2023";"227";"Дойная";"31.08.2023";"";"";"";"";""
"23939";"09.09.2021";"";"1";"30.06.2023";"216";"Дойная";"";"";"";"";"";""
"23967";"17.09.2021";"";"1";"06.08.2023";"179";"Осемененная";"19.10.2023";"19.10.2023";"";"";"";""
"24011";"04.10.2021";"";"1";"21.06.2023";"225";"Дойная";"21.12.2023";"";"";"";"";""
"24078";"26.10.2021";"";"1";"28.08.2023";"157";"Дойная";"";"";"";"";"";""
"24144";"16.11.2021";"";"1";"03.10.2023";"121";"Дойная";"";"";"";"";"";""
"24153";"20.11.2021";"";"1";"25.08.2023";"160";"Осемененная";"02.11.2023";"02.11.2023";"";"";"";""
"24155";"21.11.2021";"";"1";"29.08.2023";"156";"Осемененная";"09.11.2023";"09.11.2023";"";"";"";""
"24161";"24.11.2021";"";"1";"19.09.2023";"135";"Дойная";"";"";"";"";"";""
"24162";"24.11.2021";"";"1";"21.09.2023";"133";"Дойная";"";"";"";"";"";""
"24168";"29.11.2021";"";"1";"21.10.2023";"103";"Дойная";"";"";"";"";"";""
"24172";"02.12.2021";"";"1";"08.09.2023";"146";"Дойная";"";"";"";"";"";""
"24197";"17.12.2021";"";"1";"16.09.2023";"138";"Дойная";"04.01.2024";"";"";"";"";""
"24222";"28.12.2021";"";"1";"20.10.2023";"104";"Дойная";"";"";"";"";"";""
"24227";"30.12.2021";"";"1";"06.12.2023";"57";"Дойная";"";"";"";"";"";""
"24243";"04.01.2022";"";"1";"07.11.2023";"86";"Дойная";"18.01.2024";"";"";"";"";""
"24244";"04.01.2022";"";"1";"17.11.2023";"76";"Дойная";"25.01.2024";"";"";"";"";""
"24249";"05.01.2022";"";"1";"08.10.2023";"116";"Дойная";"";"";"";"";"";""
"24317";"29.01.2022";"";"1";"25.11.2023";"68";"Дойная";"";"";"";"";"";""
"24353";"14.02.2022";"";"1";"09.11.2023";"84";"Дойная";"";"";"";"";"";""
"24354";"15.02.2022";"";"0";"";"0";"Телка";"03.02.2023";"";"";"";"";""
"24361";"17.02.2022";"";"1";"27.12.2023";"36";"Дойная";"";"";"";"";"";""
"24442";"16.03.2022";"";"1";"23.11.2023";"70";"Дойная";"";"";"";"";"";""
