"Номер животного";"Дата рождения";"Дата архива";"Лактация";"Дата начала тек.лакт";"Дни в доении";"Статус коровы";"Дата осеменения";"Дата успешного осеменения";"Дни стельности";"Дата запуска тек.лакт";"Дата ожидаемого запуска";"Дата ожидаемого отела"
"2139";"09.10.2018";"26.12.2024";"4";"21.09.2023";"0";"Продана";"09.02.2024";"";"";"";"";""
"2144";"14.10.2018";"06.06.2025";"5";"24.03.2025";"0";"Продана";"";"";"";"";"";""
"2159";"21.10.2018";"26.03.2024";"3";"07.10.2023";"0";"Продана";"26.01.2024";"";"";"";"";""
"2170";"25.10.2018";"31.07.2024";"4";"15.03.2024";"0";"Продана";"31.05.2024";"";"";"";"";""
"2171";"25.10.2018";"12.02.2025";"4";"07.09.2023";"0";"Продана";"01.03.2024";"";"";"";"";""
"2174";"26.10.2018";"09.09.2024";"5";"28.06.2024";"0";"Продана";"";"";"";"";"";""
"2176";"28.10.2018";"22.03.2024";"4";"15.01.2024";"0";"Продана";"";"";"";"";"";""
"2184";"04.11.2018";"26.12.2024";"4";"09.10.2023";"0";"Продана";"23.08.2024";"";"";"";"";""
"2196";"09.11.2018";"26.08.2024";"4";"13.03.2024";"0";"Продана";"16.08.2024";"";"";"";"";""
"2200";"10.11.2018";"12.02.2025";"3";"01.01.2023";"0";"Продана";"13.10.2023";"";"";"";"";""
"2211";"16.11.2018";"16.07.2024";"4";"04.11.2023";"0";"Продана";"07.06.2024";"";"";"";"";""
"2219";"18.11.2018";"03.07.2024";"4";"08.08.2023";"0";"Продана";"20.10.2023";"";"";"";"";""
"2232";"22.11.2018";"";"5";"02.04.2025";"121";"Дойная";"";"";"";"";"";""
"2239";"26.11.2018";"27.02.2024";"4";"23.02.2024";"0";"Продана";"";"";"";"";"";""
"2248";"03.12.2018";"20.03.2024";"3";"26.04.2023";"0";"Продана";"18.08.2023";"18.08.2023";"";"";"";""
"2269";"16.12.2018";"14.03.2024";"4";"23.09.2023";"0";"Продана";"08.03.2024";"";"";"";"";""
"2294";"26.12.2018";"26.12.2024";"5";"23.10.2024";"0";"Продана";"";"";"";"";"";""
"2296";"27.12.2018";"12.02.2025";"4";"19.01.2024";"0";"Продана";"14.06.2024";"";"";"";"";""
"2307";"02.01.2019";"29.03.2024";"4";"12.03.2024";"0";"Продана";"";"";"";"";"";""
"2318";"04.01.2019";"24.06.2025";"5";"27.05.2025";"0";"Продана";"";"";"";"";"";""
"2328";"07.01.2019";"11.04.2024";"4";"18.09.2023";"0";"Продана";"01.12.2023";"01.12.2023";"";"";"";""
"2329";"07.01.2019";"06.02.2025";"4";"25.04.2024";"0";"Продана";"";"";"";"";"";""
"2336";"10.01.2019";"27.05.2024";"3";"06.06.2023";"0";"Продана";"18.08.2023";"18.08.2023";"";"21.03.2024";"";""
"2340";"13.01.2019";"18.06.2024";"3";"21.07.2023";"0";"Продана";"10.11.2023";"10.11.2023";"";"";"";""
"2348";"15.01.2019";"26.05.2025";"5";"23.05.2025";"0";"Продана";"";"";"";"";"";""
"2352";"17.01.2019";"14.04.2025";"5";"14.04.2025";"0";"Продана";"";"";"";"";"";""
"2366";"24.01.2019";"03.07.2024";"4";"13.10.2023";"0";"Продана";"15.03.2024";"";"";"";"";""
"2370";"27.01.2019";"03.07.2024";"3";"21.04.2023";"0";"Продана";"26.01.2024";"";"";"";"";""
"2404";"12.02.2019";"";"5";"03.05.2025";"90";"Дойная";"";"";"";"";"";""
"2426";"17.02.2019";"30.05.2025";"5";"08.04.2025";"0";"Продана";"";"";"";"";"";""
"2434";"20.02.2019";"17.01.2025";"3";"06.02.2024";"0";"Продана";"02.08.2024";"02.08.2024";"";"";"";""
"2452";"23.02.2019";"";"5";"03.04.2025";"120";"Дойная";"";"";"";"";"";""
"2464";"26.02.2019";"06.02.2025";"4";"23.02.2024";"0";"Продана";"15.11.2024";"";"";"";"";""
"2508";"11.03.2019";"06.11.2024";"4";"05.01.2024";"0";"Продана";"25.10.2024";"";"";"";"";""
"2511";"12.03.2019";"21.06.2024";"3";"04.06.2023";"0";"Продана";"12.01.2024";"";"";"";"";""
"2529";"15.03.2019";"22.04.2024";"4";"17.02.2024";"0";"Продана";"";"";"";"";"";""
"2583";"30.03.2019";"02.10.2024";"4";"10.09.2024";"0";"Продана";"";"";"";"";"";""
"2634";"19.04.2019";"13.05.2025";"3";"10.09.2023";"0";"Продана";"28.06.2024";"";"";"";"";""
"2641";"20.04.2019";"21.10.2024";"3";"07.02.2024";"0";"Продана";"06.09.2024";"";"";"";"";""
"2646";"21.04.2019";"08.08.2024";"4";"31.07.2024";"0";"Продана";"";"";"";"";"";""
"2649";"22.04.2019";"26.04.2024";"4";"22.03.2024";"0";"Продана";"";"";"";"";"";""
"2658";"27.04.2019";"27.05.2024";"3";"21.09.2023";"0";"Продана";"01.12.2023";"01.12.2023";"";"";"";""
"2662";"29.04.2019";"";"5";"27.12.2024";"217";"Осемененная";"13.06.2025";"13.06.2025";"";"";"";""
"2664";"30.04.2019";"15.08.2024";"3";"11.09.2023";"0";"Продана";"08.03.2024";"08.03.2024";"";"";"";""
"2667";"02.05.2019";"13.05.2025";"3";"24.10.2023";"0";"Продана";"09.08.2024";"";"";"";"";""
"2674";"05.05.2019";"05.03.2024";"3";"05.04.2023";"0";"Продана";"12.01.2024";"";"";"";"";""
"2678";"06.05.2019";"03.08.2024";"3";"31.10.2023";"0";"Продана";"23.02.2024";"23.02.2024";"";"";"";""
"2683";"08.05.2019";"17.01.2025";"4";"08.08.2024";"0";"Продана";"10.01.2025";"";"";"";"";""
"2712";"26.05.2019";"13.01.2025";"4";"13.09.2024";"0";"Продана";"03.01.2025";"";"";"";"";""
"2721";"01.06.2019";"";"5";"01.08.2025";"0";"Дойная";"";"";"";"";"";""
"2733";"07.06.2019";"06.03.2024";"3";"02.09.2023";"0";"Продана";"22.12.2023";"";"";"";"";""
"2746";"12.06.2019";"26.12.2024";"4";"26.12.2024";"0";"Продана";"";"";"";"";"";""
"2754";"15.06.2019";"03.06.2024";"3";"09.09.2023";"0";"Продана";"08.03.2024";"08.03.2024";"";"";"";""
"2755";"16.06.2019";"03.12.2024";"3";"21.06.2023";"0";"Продана";"19.01.2024";"";"";"";"";""
"2768";"25.06.2019";"15.04.2025";"5";"07.04.2025";"0";"Продана";"";"";"";"";"";""
"2770";"26.06.2019";"29.07.2025";"4";"24.11.2024";"0";"Продана";"07.02.2025";"07.02.2025";"";"29.05.2025";"";""
"2797";"11.07.2019";"27.02.2025";"4";"09.02.2025";"0";"Продана";"";"";"";"";"";""
"2804";"13.07.2019";"11.06.2024";"4";"23.05.2024";"0";"Продана";"";"";"";"";"";""
"2807";"17.07.2019";"02.06.2025";"4";"02.05.2025";"0";"Продана";"";"";"";"";"";""
"2818";"24.07.2019";"23.05.2024";"4";"19.05.2024";"0";"Продана";"";"";"";"";"";""
"2819";"24.07.2019";"23.04.2024";"3";"14.02.2024";"0";"Продана";"";"";"";"";"";""
"2821";"26.07.2019";"";"5";"18.06.2025";"44";"Дойная";"";"";"";"";"";""
"2822";"26.07.2019";"11.09.2024";"4";"05.07.2024";"0";"Продана";"";"";"";"";"";""
"2824";"28.07.2019";"25.06.2025";"5";"21.06.2025";"0";"Продана";"";"";"";"";"";""
"2825";"28.07.2019";"26.12.2024";"4";"28.10.2024";"0";"Продана";"";"";"";"";"";""
"2826";"28.07.2019";"16.05.2025";"4";"12.05.2025";"0";"Продана";"";"";"";"";"";""
"2827";"29.07.2019";"";"4";"29.01.2025";"184";"Осемененная";"03.06.2025";"03.06.2025";"";"";"";""
"2830";"31.07.2019";"";"4";"18.07.2025";"14";"Дойная";"";"";"";"";"";""
"2834";"05.08.2019";"20.05.2024";"4";"16.05.2024";"0";"Продана";"";"";"";"";"";""
"2845";"12.08.2019";"27.04.2024";"3";"03.08.2023";"0";"Продана";"17.11.2023";"17.11.2023";"";"";"";""
"2857";"15.08.2019";"03.01.2025";"3";"20.10.2023";"0";"Продана";"07.06.2024";"07.06.2024";"";"";"";""
"2860";"17.08.2019";"11.03.2025";"2";"04.03.2023";"0";"Продана";"22.09.2023";"";"";"";"";""
"2863";"21.08.2019";"22.01.2025";"4";"15.06.2024";"0";"Продана";"08.11.2024";"08.11.2024";"";"";"";""
"2864";"21.08.2019";"04.06.2024";"3";"01.06.2024";"0";"Продана";"";"";"";"";"";""
"2872";"25.08.2019";"19.12.2024";"4";"15.12.2024";"0";"Продана";"";"";"";"";"";""
"2879";"29.08.2019";"06.02.2025";"3";"24.10.2023";"0";"Продана";"09.02.2024";"";"";"";"";""
"2880";"30.08.2019";"12.02.2025";"3";"04.09.2023";"0";"Продана";"15.03.2024";"";"";"";"";""
"2884";"31.08.2019";"06.02.2025";"4";"31.07.2024";"0";"Продана";"";"";"";"";"";""
"2888";"03.09.2019";"";"4";"24.02.2025";"158";"Дойная";"";"";"";"";"";""
"2896";"11.09.2019";"";"4";"18.09.2024";"317";"Дойная";"07.02.2025";"";"";"";"";""
"2902";"14.09.2019";"02.05.2025";"3";"04.11.2023";"0";"Продана";"20.09.2024";"20.09.2024";"";"03.04.2025";"";""
"2903";"16.09.2019";"19.08.2024";"4";"17.08.2024";"0";"Продана";"";"";"";"";"";""
"2910";"21.09.2019";"";"5";"05.07.2025";"27";"Дойная";"";"";"";"";"";""
"2917";"25.09.2019";"";"4";"16.02.2025";"166";"Дойная";"";"";"";"";"";""
"2920";"28.09.2019";"";"5";"11.06.2025";"51";"Дойная";"";"";"";"";"";""
"2926";"29.09.2019";"07.03.2024";"3";"21.12.2023";"0";"Продана";"";"";"";"";"";""
"2930";"03.10.2019";"27.09.2024";"4";"16.09.2024";"0";"Продана";"";"";"";"";"";""
"2931";"03.10.2019";"11.07.2024";"3";"04.09.2023";"0";"Продана";"16.02.2024";"16.02.2024";"";"";"";""
"2932";"03.10.2019";"19.07.2024";"4";"01.07.2024";"0";"Продана";"";"";"";"";"";""
"2934";"04.10.2019";"12.03.2025";"4";"13.08.2024";"0";"Продана";"29.11.2024";"";"";"";"";""
"2936";"06.10.2019";"03.08.2024";"3";"20.08.2023";"0";"Продана";"29.12.2023";"";"";"";"";""
"2942";"09.10.2019";"24.06.2025";"4";"09.04.2025";"0";"Продана";"";"";"";"";"";""
"2948";"12.10.2019";"18.06.2024";"4";"17.06.2024";"0";"Продана";"";"";"";"";"";""
"2950";"14.10.2019";"11.02.2025";"3";"26.12.2023";"0";"Продана";"15.11.2024";"";"";"";"";""
"2951";"14.10.2019";"";"4";"18.11.2024";"256";"Осемененная";"25.07.2025";"25.07.2025";"";"";"";""
"2956";"16.10.2019";"26.12.2024";"4";"09.06.2024";"0";"Продана";"";"";"";"";"";""
"2958";"16.10.2019";"13.03.2025";"3";"29.09.2023";"0";"Продана";"12.07.2024";"";"";"";"";""
"2959";"16.10.2019";"14.03.2025";"3";"15.12.2023";"0";"Продана";"14.06.2024";"14.06.2024";"";"14.11.2024";"";""
"2960";"17.10.2019";"16.05.2024";"3";"28.07.2023";"0";"Продана";"22.03.2024";"22.03.2024";"";"";"";""
"2961";"17.10.2019";"";"4";"03.05.2025";"90";"Дойная";"";"";"";"";"";""
"2965";"19.10.2019";"21.11.2024";"3";"29.08.2023";"0";"Продана";"24.05.2024";"24.05.2024";"";"14.11.2024";"";""
"2967";"20.10.2019";"19.06.2024";"4";"19.06.2024";"0";"Продана";"";"";"";"";"";""
"2968";"21.10.2019";"03.07.2024";"2";"29.03.2023";"0";"Продана";"05.01.2024";"";"";"";"";""
"2970";"24.10.2019";"27.02.2025";"4";"26.02.2025";"0";"Продана";"";"";"";"";"";""
"2975";"26.10.2019";"";"4";"18.03.2025";"136";"Дойная";"";"";"";"";"";""
"2987";"30.10.2019";"24.03.2025";"5";"22.03.2025";"0";"Продана";"";"";"";"";"";""
"2991";"02.11.2019";"24.12.2024";"3";"23.09.2024";"0";"Продана";"";"";"";"";"";""
"2993";"02.11.2019";"12.02.2025";"2";"30.07.2022";"0";"Продана";"28.10.2022";"";"";"";"";""
"2994";"02.11.2019";"06.06.2025";"4";"11.01.2025";"0";"Продана";"";"";"";"";"";""
"2995";"04.11.2019";"17.02.2025";"3";"13.10.2023";"0";"Продана";"28.06.2024";"28.06.2024";"";"14.11.2024";"";""
"2998";"05.11.2019";"10.12.2024";"4";"11.11.2024";"0";"Продана";"";"";"";"";"";""
"3008";"11.11.2019";"01.04.2024";"3";"10.01.2024";"0";"Продана";"22.03.2024";"";"";"";"";""
"3010";"11.11.2019";"";"4";"09.12.2024";"235";"Дойная";"25.07.2025";"";"";"";"";""
"3015";"13.11.2019";"";"4";"01.02.2025";"181";"Дойная";"";"";"";"";"";""
"3019";"13.11.2019";"13.01.2025";"4";"05.01.2025";"0";"Продана";"";"";"";"";"";""
"3027";"17.11.2019";"";"4";"26.03.2025";"128";"Дойная";"";"";"";"";"";""
"3035";"25.11.2019";"06.02.2025";"3";"04.09.2023";"0";"Продана";"";"";"";"";"";""
"3036";"25.11.2019";"";"4";"27.01.2025";"186";"Дойная";"";"";"";"";"";""
"3038";"25.11.2019";"27.06.2025";"4";"01.08.2024";"0";"Продана";"18.11.2024";"18.11.2024";"";"19.06.2025";"";""
"3040";"27.11.2019";"16.01.2025";"4";"22.08.2024";"0";"Продана";"06.12.2024";"";"";"";"";""
"3041";"27.11.2019";"12.02.2025";"2";"04.12.2022";"0";"Продана";"16.09.2023";"";"";"";"";""
"3046";"02.12.2019";"18.10.2024";"4";"23.09.2024";"0";"Продана";"";"";"";"";"";""
"3049";"05.12.2019";"01.03.2024";"3";"29.02.2024";"0";"Продана";"";"";"";"";"";""
"3056";"08.12.2019";"";"4";"27.11.2024";"247";"Дойная";"";"";"";"";"";""
"3057";"09.12.2019";"26.12.2024";"4";"13.08.2024";"0";"Продана";"";"";"";"";"";""
"3059";"09.12.2019";"28.07.2025";"4";"20.02.2025";"0";"Продана";"11.07.2025";"";"";"";"";""
"3061";"10.12.2019";"24.06.2025";"4";"15.03.2025";"0";"Продана";"";"";"";"";"";""
"3062";"10.12.2019";"03.03.2025";"4";"01.03.2025";"0";"Продана";"";"";"";"";"";""
"3064";"11.12.2019";"03.07.2024";"3";"26.11.2023";"0";"Продана";"22.03.2024";"";"";"";"";""
"3065";"13.12.2019";"06.06.2025";"4";"12.10.2024";"0";"Продана";"31.01.2025";"";"";"";"";""
"3067";"15.12.2019";"06.02.2025";"2";"02.03.2023";"0";"Продана";"24.11.2023";"";"";"";"";""
"3076";"21.12.2019";"";"4";"24.06.2024";"0";"Сухостой";"07.03.2025";"07.03.2025";"";"09.06.2025";"";""
"3085";"27.12.2019";"12.02.2025";"2";"28.12.2022";"0";"Продана";"21.04.2023";"";"";"";"";""
"3086";"28.12.2019";"02.07.2025";"4";"04.06.2025";"0";"Продана";"";"";"";"";"";""
"3094";"01.01.2020";"03.06.2024";"3";"15.05.2024";"0";"Продана";"";"";"";"";"";""
"3097";"02.01.2020";"07.08.2024";"2";"10.11.2022";"0";"Продана";"07.07.2023";"";"";"";"";""
"3098";"03.01.2020";"";"4";"02.07.2025";"30";"Дойная";"";"";"";"";"";""
"3100";"04.01.2020";"";"4";"05.05.2025";"88";"Дойная";"";"";"";"";"";""
"3105";"06.01.2020";"24.03.2024";"3";"21.03.2024";"0";"Продана";"";"";"";"";"";""
"3107";"07.01.2020";"";"4";"24.12.2024";"220";"Дойная";"";"";"";"";"";""
"3108";"07.01.2020";"03.07.2024";"3";"07.12.2023";"0";"Продана";"";"";"";"";"";""
"3110";"07.01.2020";"03.07.2024";"2";"28.02.2023";"0";"Продана";"03.11.2023";"";"";"";"";""
"3113";"08.01.2020";"26.07.2025";"4";"23.07.2025";"0";"Продана";"";"";"";"";"";""
"3120";"10.01.2020";"01.03.2024";"3";"07.02.2024";"0";"Продана";"";"";"";"";"";""
"3125";"12.01.2020";"12.04.2024";"2";"20.07.2023";"0";"Продана";"09.02.2024";"";"";"";"";""
"3126";"12.01.2020";"22.03.2024";"3";"22.12.2023";"0";"Продана";"08.03.2024";"";"";"";"";""
"3131";"15.01.2020";"11.09.2024";"4";"11.09.2024";"0";"Продана";"";"";"";"";"";""
"3132";"15.01.2020";"28.08.2024";"3";"30.12.2023";"0";"Продана";"09.08.2024";"";"";"";"";""
"3145";"19.01.2020";"06.06.2025";"3";"31.01.2024";"0";"Продана";"20.12.2024";"";"";"";"";""
"3146";"19.01.2020";"12.08.2024";"3";"07.02.2024";"0";"Продана";"02.08.2024";"";"";"";"";""
"3148";"20.01.2020";"28.03.2024";"3";"25.03.2024";"0";"Продана";"";"";"";"";"";""
"3151";"22.01.2020";"18.04.2024";"2";"01.08.2023";"0";"Продана";"24.11.2023";"24.11.2023";"";"";"";""
"3159";"24.01.2020";"";"4";"15.02.2025";"167";"Осемененная";"06.06.2025";"06.06.2025";"";"";"";""
"3164";"24.01.2020";"22.01.2025";"4";"13.11.2024";"0";"Продана";"";"";"";"";"";""
"3169";"25.01.2020";"03.07.2024";"2";"30.01.2023";"0";"Продана";"29.09.2023";"";"";"";"";""
"3171";"26.01.2020";"05.02.2025";"4";"01.02.2025";"0";"Продана";"";"";"";"";"";""
"3179";"29.01.2020";"06.06.2025";"3";"13.01.2024";"0";"Продана";"29.11.2024";"";"";"";"";""
"3183";"30.01.2020";"";"4";"04.04.2025";"119";"Дойная";"20.06.2025";"";"";"";"";""
"3184";"30.01.2020";"11.11.2024";"3";"12.01.2024";"0";"Продана";"07.06.2024";"07.06.2024";"";"";"";""
"3185";"31.01.2020";"24.01.2025";"4";"24.01.2025";"0";"Продана";"";"";"";"";"";""
"3193";"01.02.2020";"";"4";"15.03.2025";"139";"Осемененная";"18.07.2025";"18.07.2025";"";"";"";""
