"Номер животного";"Дата рождения";"Дата архива";"Лактация";"Дата начала тек.лакт";"Дни в доении";"Статус коровы";"Дата осеменения";"Дата успешного осеменения";"Дни стельности";"Дата запуска тек.лакт";"Дата ожидаемого запуска";"Дата ожидаемого отела"
"2184";"04.11.2018";"";"4";"09.10.2023";"115";"Дойная";"";"";"";"";"";""
"2211";"16.11.2018";"";"4";"04.11.2023";"89";"Дойная";"";"";"";"";"";""
"2219";"18.11.2018";"";"4";"08.08.2023";"177";"Дойная";"20.10.2023";"";"";"";"";""
"2248";"03.12.2018";"";"3";"26.04.2023";"281";"Осемененная";"18.08.2023";"18.08.2023";"";"";"";""
"2269";"16.12.2018";"";"4";"23.09.2023";"131";"Дойная";"";"";"";"";"";""
"2296";"27.12.2018";"";"4";"19.01.2024";"13";"Дойная";"";"";"";"";"";""
"2328";"07.01.2019";"";"4";"18.09.2023";"136";"Осемененная";"01.12.2023";"01.12.2023";"";"";"";""
"2336";"10.01.2019";"";"3";"06.06.2023";"240";"Осемененная";"18.08.2023";"18.08.2023";"";"";"";""
"2340";"13.01.2019";"";"3";"21.07.2023";"195";"Осемененная";"10.11.2023";"10.11.2023";"";"";"";""
"2366";"24.01.2019";"";"4";"13.10.2023";"111";"Дойная";"";"";"";"";"";""
"2370";"27.01.2019";"";"3";"21.04.2023";"286";"Дойная";"26.01.2024";"";"";"";"";""
"2508";"11.03.2019";"";"4";"05.01.2024";"27";"Дойная";"";"";"";"";"";""
"2511";"12.03.2019";"";"3";"04.06.2023";"242";"Дойная";"12.01.2024";"";"";"";"";""
"2634";"19.04.2019";"";"3";"10.09.2023";"144";"Дойная";"";"";"";"";"";""
"2658";"27.04.2019";"";"3";"21.09.2023";"133";"Осемененная";"01.12.2023";"01.12.2023";"";"";"";""
"2664";"30.04.2019";"";"3";"11.09.2023";"143";"Дойная";"";"";"";"";"";""
"2667";"02.05.2019";"";"3";"24.10.2023";"100";"Дойная";"";"";"";"";"";""
"2674";"05.05.2019";"";"3";"05.04.2023";"302";"Дойная";"12.01.2024";"";"";"";"";""
"2678";"06.05.2019";"";"3";"31.10.2023";"93";"Дойная";"";"";"";"";"";""
"2733";"07.06.2019";"";"3";"02.09.2023";"152";"Дойная";"22.12.2023";"";"";"";"";""
"2754";"15.06.2019";"";"3";"09.09.2023";"145";"Дойная";"";"";"";"";"";""
"2755";"16.06.2019";"";"3";"21.06.2023";"225";"Дойная";"19.01.2024";"";"";"";"";""
"2845";"12.08.2019";"";"3";"03.08.2023";"182";"Осемененная";"17.11.2023";"17.11.2023";"";"";"";""
"2857";"15.08.2019";"";"3";"20.10.2023";"104";"Дойная";"";"";"";"";"";""
"2860";"17.08.2019";"";"2";"04.03.2023";"334";"Дойная";"22.09.2023";"";"";"";"";""
"2879";"29.08.2019";"";"3";"24.10.2023";"100";"Дойная";"";"";"";"";"";""
"2880";"30.08.2019";"";"3";"04.09.2023";"150";"Дойная";"";"";"";"";"";""
"2902";"14.09.2019";"";"3";"04.11.2023";"89";"Дойная";"";"";"";"";"";""
"2926";"29.09.2019";"";"3";"21.12.2023";"42";"Дойная";"";"";"";"";"";""
"2931";"03.10.2019";"";"3";"04.09.2023";"150";"Дойная";"";"";"";"";"";""
"2936";"06.10.2019";"";"3";"20.08.2023";"165";"Дойная";"29.12.2023";"";"";"";"";""
"2950";"14.10.2019";"";"3";"26.12.2023";"37";"Дойная";"";"";"";"";"";""
"2958";"16.10.2019";"";"3";"29.09.2023";"125";"Дойная";"";"";"";"";"";""
"2959";"16.10.2019";"";"3";"15.12.2023";"48";"Дойная";"";"";"";"";"";""
"2960";"17.10.2019";"";"3";"28.07.2023";"188";"Дойная";"";"";"";"";"";""
"2965";"19.10.2019";"";"3";"29.08.2023";"156";"Дойная";"";"";"";"";"";""
"2968";"21.10.2019";"";"2";"29.03.2023";"309";"Дойная";"05.01.2024";"";"";"";"";""
"2995";"04.11.2019";"";"3";"13.10.2023";"111";"Дойная";"";"";"";"";"";""
"3008";"11.11.2019";"";"3";"10.01.2024";"22";"Дойная";"";"";"";"";"";""
"3035";"25.11.2019";"";"3";"04.09.2023";"150";"Дойная";"";"";"";"";"";""
"3064";"11.12.2019";"";"3";"26.11.2023";"67";"Дойная";"";"";"";"";"";""
"3067";"15.12.2019";"";"2";"02.03.2023";"336";"Дойная";"24.11.2023";"";"";"";"";""
"3108";"07.01.2020";"";"3";"07.12.2023";"56";"Дойная";"";"";"";"";"";""
"3110";"07.01.2020";"";"2";"28.02.2023";"338";"Дойная";"03.11.2023";"";"";"";"";""
"3125";"12.01.2020";"";"2";"20.07.2023";"196";"Дойная";"";"";"";"";"";""
"3126";"12.01.2020";"";"3";"22.12.2023";"41";"Дойная";"";"";"";"";"";""
"3132";"15.01.2020";"";"3";"30.12.2023";"33";"Дойная";"";"";"";"";"";""
"3145";"19.01.2020";"";"3";"31.01.2024";"1";"Дойная";"";"";"";"";"";""
"3151";"22.01.2020";"";"2";"01.08.2023";"184";"Осемененная";"24.11.2023";"24.11.2023";"";"";"";""
"3179";"29.01.2020";"";"3";"13.01.2024";"19";"Дойная";"";"";"";"";"";""
"3184";"30.01.2020";"";"3";"12.01.2024";"20";"Дойная";"";"";"";"";"";""
"3199";"05.02.2020";"";"3";"05.11.2023";"88";"Дойная";"";"";"";"";"";""
"3205";"07.02.2020";"";"3";"27.01.2024";"5";"Дойная";"";"";"";"";"";""
"3213";"11.02.2020";"";"2";"11.08.2023";"174";"Дойная";"27.10.2023";"";"";"";"";""
"3219";"14.02.2020";"";"2";"09.03.2023";"329";"Дойная";"19.01.2024";"";"";"";"";""
"3220";"15.02.2020";"";"3";"17.11.2023";"76";"Дойная";"";"";"";"";"";""
"3230";"18.02.2020";"";"3";"05.12.2023";"58";"Дойная";"";"";"";"";"";""
"3232";"18.02.2020";"";"2";"15.06.2023";"231";"Осемененная";"29.09.2023";"29.09.2023";"";"";"";""
"3234";"20.02.2020";"";"2";"22.04.2023";"285";"Дойная";"19.01.2024";"";"";"";"";""
"3272";"09.03.2020";"";"2";"06.06.2023";"240";"Осемененная";"18.08.2023";"18.08.2023";"";"";"";""
"3282";"15.03.2020";"";"2";"07.08.2023";"178";"Осемененная";"20.10.2023";"20.10.2023";"";"";"";""
"3293";"25.03.2020";"";"2";"22.10.2023";"102";"Дойная";"";"";"";"";"";""
"3294";"27.03.2020";"";"2";"16.05.2023";"261";"Осемененная";"01.12.2023";"01.12.2023";"";"";"";""
"3303";"01.04.2020";"";"3";"15.01.2024";"17";"Дойная";"";"";"";"";"";""
"3320";"10.04.2020";"";"2";"16.09.2023";"138";"Дойная";"12.01.2024";"";"";"";"";""
"3349";"22.04.2020";"";"2";"27.06.2023";"219";"Дойная";"";"";"";"";"";""
"3362";"30.04.2020";"";"2";"25.02.2023";"341";"Осемененная";"16.09.2023";"16.09.2023";"";"";"";""
"3363";"01.05.2020";"";"2";"25.03.2023";"313";"Дойная";"03.11.2023";"";"";"";"";""
"3370";"06.05.2020";"";"2";"03.04.2023";"304";"Осемененная";"13.10.2023";"13.10.2023";"";"";"";""
"3379";"08.05.2020";"";"2";"28.10.2023";"96";"Дойная";"";"";"";"";"";""
"3393";"18.05.2020";"";"2";"29.07.2023";"187";"Осемененная";"13.10.2023";"13.10.2023";"";"";"";""
"3398";"19.05.2020";"";"2";"19.04.2023";"288";"Дойная";"19.01.2024";"";"";"";"";""
"3403";"25.05.2020";"";"3";"05.01.2024";"27";"Дойная";"";"";"";"";"";""
"3405";"26.05.2020";"";"2";"28.10.2023";"96";"Дойная";"";"";"";"";"";""
"3407";"26.05.2020";"";"2";"21.07.2023";"195";"Дойная";"";"";"";"";"";""
"3410";"27.05.2020";"";"2";"29.07.2023";"187";"Дойная";"05.01.2024";"";"";"";"";""
"3427";"09.06.2020";"";"2";"13.08.2023";"172";"Дойная";"";"";"";"";"";""
"3428";"10.06.2020";"";"2";"07.04.2023";"300";"Дойная";"05.01.2024";"";"";"";"";""
"3448";"23.06.2020";"";"2";"20.09.2023";"134";"Осемененная";"01.12.2023";"01.12.2023";"";"";"";""
"3460";"28.06.2020";"";"2";"19.07.2023";"197";"Дойная";"19.01.2024";"";"";"";"";""
"3468";"02.07.2020";"";"2";"02.05.2023";"275";"Осемененная";"25.08.2023";"25.08.2023";"";"";"";""
"3486";"08.07.2020";"";"2";"19.04.2023";"288";"Осемененная";"08.12.2023";"08.12.2023";"";"";"";""
"3491";"12.07.2020";"";"2";"13.07.2023";"203";"Дойная";"19.01.2024";"";"";"";"";""
"3501";"15.07.2020";"";"2";"05.10.2023";"119";"Дойная";"";"";"";"";"";""
"3507";"18.07.2020";"";"2";"10.06.2023";"236";"Дойная";"19.01.2024";"";"";"";"";""
"3533";"28.07.2020";"";"2";"22.09.2023";"132";"Дойная";"";"";"";"";"";""
"3546";"09.08.2020";"";"2";"01.10.2023";"123";"Дойная";"";"";"";"";"";""
"3547";"09.08.2020";"";"2";"12.07.2023";"204";"Дойная";"22.09.2023";"";"";"";"";""
"3559";"11.08.2020";"";"2";"05.11.2023";"88";"Дойная";"";"";"";"";"";""
"3561";"12.08.2020";"";"2";"24.05.2023";"253";"Осемененная";"04.08.2023";"04.08.2023";"";"";"";""
"3582";"23.08.2020";"";"2";"29.06.2023";"217";"Дойная";"";"";"";"";"";""
"3585";"24.08.2020";"";"2";"20.05.2023";"257";"Осемененная";"20.10.2023";"20.10.2023";"";"";"";""
"3606";"06.09.2020";"";"2";"10.11.2023";"83";"Дойная";"";"";"";"";"";""
"3626";"12.09.2020";"";"2";"15.09.2023";"139";"Осемененная";"01.12.2023";"01.12.2023";"";"";"";""
"3628";"13.09.2020";"";"2";"20.08.2023";"165";"Дойная";"";"";"";"";"";""
"3639";"16.09.2020";"";"2";"22.10.2023";"102";"Дойная";"";"";"";"";"";""
"3669";"25.09.2020";"";"2";"24.06.2023";"222";"Дойная";"";"";"";"";"";""
"3732";"28.10.2020";"";"2";"08.09.2023";"146";"Дойная";"";"";"";"";"";""
"3758";"06.11.2020";"";"2";"22.08.2023";"163";"Дойная";"";"";"";"";"";""
"3767";"11.11.2020";"";"2";"20.12.2023";"43";"Дойная";"";"";"";"";"";""
"3787";"25.11.2020";"";"2";"19.09.2023";"135";"Дойная";"";"";"";"";"";""
"3793";"27.11.2020";"";"2";"15.10.2023";"109";"Осемененная";"29.12.2023";"29.12.2023";"";"";"";""
"3799";"30.11.2020";"";"2";"01.02.2024";"0";"Дойная";"";"";"";"";"";""
"3810";"07.12.2020";"";"2";"06.11.2023";"87";"Дойная";"";"";"";"";"";""
"3812";"08.12.2020";"";"2";"02.09.2023";"152";"Дойная";"";"";"";"";"";""
"3816";"08.12.2020";"";"2";"24.08.2023";"161";"Дойная";"22.12.2023";"";"";"";"";""
"3820";"10.12.2020";"";"2";"26.09.2023";"128";"Дойная";"";"";"";"";"";""
"3832";"14.12.2020";"";"2";"22.01.2024";"10";"Дойная";"";"";"";"";"";""
"3834";"15.12.2020";"";"2";"30.12.2023";"33";"Дойная";"";"";"";"";"";""
"3835";"16.12.2020";"";"2";"03.10.2023";"121";"Дойная";"";"";"";"";"";""
"3839";"17.12.2020";"";"2";"05.10.2023";"119";"Осемененная";"15.12.2023";"15.12.2023";"";"";"";""
"3849";"21.12.2020";"";"2";"21.11.2023";"72";"Дойная";"";"";"";"";"";""
"3872";"01.01.2021";"";"2";"05.12.2023";"58";"Дойная";"";"";"";"";"";""
"3882";"05.01.2021";"";"2";"10.12.2023";"53";"Дойная";"";"";"";"";"";""
"3898";"17.01.2021";"";"2";"29.11.2023";"64";"Дойная";"";"";"";"";"";""
"3904";"21.01.2021";"";"2";"26.12.2023";"37";"Дойная";"";"";"";"";"";""
"3920";"04.02.2021";"";"1";"29.11.2022";"0";"Сухостой";"15.09.2023";"15.09.2023";"";"15.11.2023";"";""
"3929";"08.02.2021";"";"2";"20.01.2024";"12";"Дойная";"";"";"";"";"";""
"3961";"26.02.2021";"";"2";"01.01.2024";"31";"Дойная";"";"";"";"";"";""
"3969";"03.03.2021";"";"2";"26.01.2024";"6";"Дойная";"";"";"";"";"";""
"3973";"06.03.2021";"";"2";"15.01.2024";"17";"Дойная";"";"";"";"";"";""
"3985";"11.03.2021";"";"2";"24.01.2024";"8";"Дойная";"";"";"";"";"";""
"3996";"18.03.2021";"";"1";"29.04.2023";"278";"Дойная";"19.01.2024";"";"";"";"";""
"4040";"17.04.2021";"";"1";"10.04.2023";"297";"Дойная";"";"";"";"";"";""
"4052";"28.04.2021";"";"2";"18.12.2023";"45";"Дойная";"";"";"";"";"";""
"4095";"12.05.2021";"";"1";"15.04.2023";"292";"Дойная";"";"";"";"";"";""
"4096";"13.05.2021";"";"1";"19.06.2023";"227";"Дойная";"29.12.2023";"";"";"";"";""
"4099";"14.05.2021";"";"1";"15.06.2023";"231";"Осемененная";"12.01.2024";"12.01.2024";"";"";"";""
"4135";"05.06.2021";"";"1";"16.03.2023";"322";"Осемененная";"15.09.2023";"15.09.2023";"";"";"";""
"4187";"29.06.2021";"";"1";"09.07.2023";"207";"Дойная";"";"";"";"";"";""
"4201";"04.07.2021";"";"1";"09.05.2023";"268";"Дойная";"";"";"";"";"";""
"4214";"08.07.2021";"";"1";"27.08.2023";"158";"Осемененная";"10.11.2023";"10.11.2023";"";"";"";""
"4233";"17.07.2021";"";"1";"12.04.2023";"295";"Дойная";"12.01.2024";"";"";"";"";""
"4240";"21.07.2021";"";"1";"08.06.2023";"238";"Осемененная";"10.11.2023";"10.11.2023";"";"";"";""
"4270";"30.07.2021";"";"1";"30.05.2023";"247";"Дойная";"";"";"";"";"";""
"4284";"05.08.2021";"";"1";"04.05.2023";"273";"Дойная";"";"";"";"";"";""
"4285";"05.08.2021";"";"1";"22.05.2023";"255";"Дойная";"";"";"";"";"";""
"4289";"06.08.2021";"";"1";"05.05.2023";"272";"Дойная";"";"";"";"";"";""
"4292";"07.08.2021";"";"1";"03.05.2023";"274";"Осемененная";"10.11.2023";"10.11.2023";"";"";"";""
"4294";"07.08.2021";"";"1";"27.04.2023";"280";"Дойная";"12.01.2024";"";"";"";"";""
"4304";"14.08.2021";"";"1";"10.05.2023";"267";"Дойная";"";"";"";"";"";""
"4315";"19.08.2021";"";"1";"07.07.2023";"209";"Дойная";"12.01.2024";"";"";"";"";""
"4322";"21.08.2021";"";"1";"16.08.2023";"169";"Дойная";"";"";"";"";"";""
"4325";"23.08.2021";"";"1";"18.07.2023";"198";"Осемененная";"15.12.2023";"15.12.2023";"";"";"";""
"4331";"25.08.2021";"";"1";"30.06.2023";"216";"Осемененная";"24.11.2023";"24.11.2023";"";"";"";""
"4332";"25.08.2021";"";"1";"07.06.2023";"239";"Дойная";"26.01.2024";"";"";"";"";""
"4389";"25.09.2021";"";"1";"15.08.2023";"170";"Осемененная";"27.10.2023";"27.10.2023";"";"";"";""
"4390";"25.09.2021";"";"1";"17.08.2023";"168";"Дойная";"";"";"";"";"";""
"4393";"26.09.2021";"";"1";"18.08.2023";"167";"Осемененная";"03.11.2023";"03.11.2023";"";"";"";""
"4399";"01.10.2021";"";"1";"07.07.2023";"209";"Дойная";"";"";"";"";"";""
"4400";"02.10.2021";"";"1";"18.09.2023";"136";"Дойная";"";"";"";"";"";""
"4411";"09.10.2021";"";"1";"16.07.2023";"200";"Осемененная";"29.09.2023";"29.09.2023";"";"";"";""
"4425";"16.10.2021";"";"1";"06.08.2023";"179";"Дойная";"";"";"";"";"";""
"4450";"27.10.2021";"";"1";"27.08.2023";"158";"Дойная";"";"";"";"";"";""
"4458";"02.11.2021";"";"1";"19.11.2023";"74";"Дойная";"";"";"";"";"";""
"4465";"05.11.2021";"";"1";"11.07.2023";"205";"Дойная";"";"";"";"";"";""
"4474";"11.11.2021";"";"2";"23.09.2023";"131";"Осемененная";"08.12.2023";"08.12.2023";"";"";"";""
"4480";"12.11.2021";"";"2";"27.10.2023";"97";"Дойная";"";"";"";"";"";""
"4489";"15.11.2021";"";"1";"05.01.2024";"27";"Дойная";"";"";"";"";"";""
"4509";"25.11.2021";"";"2";"06.09.2023";"148";"Осемененная";"17.11.2023";"17.11.2023";"";"";"";""
"4526";"03.12.2021";"";"2";"09.09.2023";"145";"Дойная";"";"";"";"";"";""
"4548";"10.12.2021";"";"1";"24.11.2023";"69";"Дойная";"";"";"";"";"";""
"4553";"11.12.2021";"";"1";"10.10.2023";"114";"Дойная";"";"";"";"";"";""
"4562";"13.12.2021";"";"1";"22.12.2023";"41";"Дойная";"";"";"";"";"";""
"4568";"17.12.2021";"";"1";"14.01.2024";"18";"Дойная";"";"";"";"";"";""
"4578";"21.12.2021";"";"1";"27.10.2023";"97";"Дойная";"";"";"";"";"";""
"4603";"30.12.2021";"";"1";"10.01.2024";"22";"Дойная";"";"";"";"";"";""
"4625";"06.01.2022";"";"1";"09.12.2023";"54";"Дойная";"";"";"";"";"";""
"4627";"07.01.2022";"";"1";"25.10.2023";"99";"Дойная";"";"";"";"";"";""
"4628";"07.01.2022";"";"1";"09.10.2023";"115";"Дойная";"";"";"";"";"";""
"4653";"21.01.2022";"";"1";"22.11.2023";"71";"Дойная";"";"";"";"";"";""
"4655";"22.01.2022";"";"1";"10.11.2023";"83";"Осемененная";"26.01.2024";"26.01.2024";"";"";"";""
"4663";"27.01.2022";"";"1";"31.01.2024";"1";"Дойная";"";"";"";"";"";""
"4666";"28.01.2022";"";"1";"20.10.2023";"104";"Дойная";"";"";"";"";"";""
"4670";"30.01.2022";"";"1";"29.11.2023";"64";"Дойная";"";"";"";"";"";""
"4679";"02.02.2022";"";"1";"19.11.2023";"74";"Дойная";"";"";"";"";"";""
"4692";"06.02.2022";"";"1";"09.11.2023";"84";"Дойная";"";"";"";"";"";""
"4703";"11.02.2022";"";"1";"01.12.2023";"62";"Дойная";"";"";"";"";"";""
"4704";"11.02.2022";"";"1";"15.11.2023";"78";"Дойная";"";"";"";"";"";""
"4719";"16.02.2022";"";"1";"03.12.2023";"60";"Дойная";"";"";"";"";"";""
"4726";"18.02.2022";"";"1";"24.10.2023";"100";"Дойная";"";"";"";"";"";""
"4727";"18.02.2022";"";"1";"28.12.2023";"35";"Дойная";"";"";"";"";"";""
"4730";"19.02.2022";"";"2";"14.11.2023";"79";"Дойная";"";"";"";"";"";""
"4734";"20.02.2022";"";"1";"28.12.2023";"35";"Дойная";"";"";"";"";"";""
"4737";"22.02.2022";"";"1";"01.02.2024";"0";"Дойная";"";"";"";"";"";""
"4743";"25.02.2022";"";"2";"28.12.2023";"35";"Дойная";"";"";"";"";"";""
"4745";"25.02.2022";"";"1";"28.12.2023";"35";"Дойная";"";"";"";"";"";""
"4778";"12.03.2022";"";"1";"13.11.2023";"80";"Дойная";"";"";"";"";"";""
"4781";"17.03.2022";"";"1";"23.11.2023";"70";"Дойная";"";"";"";"";"";""
"4782";"17.03.2022";"";"1";"03.12.2023";"60";"Дойная";"";"";"";"";"";""
"4785";"18.03.2022";"";"1";"01.12.2023";"62";"Дойная";"";"";"";"";"";""
"4798";"28.03.2022";"";"2";"14.12.2023";"49";"Дойная";"";"";"";"";"";""
"4803";"01.04.2022";"";"1";"17.01.2024";"15";"Дойная";"";"";"";"";"";""
"4820";"11.04.2022";"";"2";"29.01.2024";"3";"Дойная";"";"";"";"";"";""
"4828";"15.04.2022";"";"1";"21.11.2023";"72";"Дойная";"";"";"";"";"";""
"4852";"27.04.2022";"";"2";"03.01.2024";"29";"Дойная";"";"";"";"";"";""
"4862";"02.05.2022";"";"2";"29.01.2024";"3";"Дойная";"";"";"";"";"";""
"4874";"06.05.2022";"";"1";"16.01.2024";"16";"Дойная";"";"";"";"";"";""
"4877";"08.05.2022";"";"1";"24.12.2023";"39";"Дойная";"";"";"";"";"";""
"4883";"11.05.2022";"";"1";"25.01.2024";"7";"Дойная";"";"";"";"";"";""
"4944";"15.06.2022";"";"0";"";"0";"Стельная";"31.07.2023";"31.07.2023";"";"";"";""
"4946";"16.06.2022";"";"0";"";"0";"Стельная";"10.08.2023";"10.08.2023";"";"";"";""
"4959";"19.06.2022";"";"1";"21.01.2024";"11";"Дойная";"";"";"";"";"";""
"4973";"25.06.2022";"";"0";"";"0";"Телка";"23.11.2023";"";"";"";"";""
"4993";"06.07.2022";"";"0";"";"0";"Телка";"01.11.2023";"";"";"";"";""
"5007";"10.07.2022";"";"0";"";"0";"Стельная";"30.06.2023";"30.06.2023";"";"";"";""
"5033";"20.07.2022";"";"0";"";"0";"Телка";"27.12.2023";"";"";"";"";""
"5057";"27.07.2022";"";"0";"";"0";"Стельная";"05.09.2023";"05.09.2023";"";"";"";""
"5067";"30.07.2022";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5085";"06.08.2022";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5122";"23.08.2022";"";"0";"";"0";"Стельная";"31.01.2024";"01.11.2023";"";"";"";""
"5138";"30.08.2022";"";"0";"";"0";"Телка";"26.12.2023";"";"";"";"";""
"5171";"10.09.2022";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5188";"16.09.2022";"";"0";"";"0";"Стельная";"15.09.2023";"15.09.2023";"";"";"";""
"5189";"16.09.2022";"";"0";"";"0";"Стельная";"07.09.2023";"07.09.2023";"";"";"";""
"5198";"17.09.2022";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5200";"18.09.2022";"";"0";"";"0";"Стельная";"05.09.2023";"05.09.2023";"";"";"";""
"5211";"20.09.2022";"";"0";"";"0";"Телка";"29.01.2024";"";"";"";"";""
"5224";"26.09.2022";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5263";"10.10.2022";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5280";"19.10.2022";"";"0";"";"0";"Стельная";"06.10.2023";"06.10.2023";"";"";"";""
"5334";"12.11.2022";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5335";"14.11.2022";"";"0";"";"0";"Стельная";"06.11.2023";"06.11.2023";"";"";"";""
"5345";"21.11.2022";"";"0";"";"0";"Стельная";"11.11.2023";"11.11.2023";"";"";"";""
"5358";"27.11.2022";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5364";"30.11.2022";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5365";"30.11.2022";"";"0";"";"0";"Стельная";"10.01.2024";"10.01.2024";"";"";"";""
"5368";"01.12.2022";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5390";"09.12.2022";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5395";"13.12.2022";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5396";"13.12.2022";"";"0";"";"0";"Стельная";"15.12.2023";"15.12.2023";"";"";"";""
"5412";"22.12.2022";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5415";"23.12.2022";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5417";"24.12.2022";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5419";"24.12.2022";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5424";"27.12.2022";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5425";"27.12.2022";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5427";"27.12.2022";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5437";"30.12.2022";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5445";"31.12.2022";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5453";"27.12.2022";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5461";"04.01.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5464";"06.01.2023";"";"0";"";"0";"Стельная";"11.01.2024";"11.01.2024";"";"";"";""
"5472";"11.01.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5475";"17.01.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5479";"18.01.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5481";"20.01.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5484";"22.01.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5486";"23.01.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5490";"23.01.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
