"Номер животного";"Дата рождения";"Дата архива";"Лактация";"Дата начала тек.лакт";"Дни в доении";"Статус коровы";"Дата осеменения";"Дата успешного осеменения";"Дни стельности";"Дата запуска тек.лакт";"Дата ожидаемого запуска";"Дата ожидаемого отела"
"16150";"18.05.2016";"28.03.2024";"6";"16.03.2024";"0";"Продана";"";"";"";"";"";""
"16154";"26.05.2016";"13.05.2024";"6";"06.12.2023";"0";"Продана";"08.03.2024";"08.03.2024";"";"";"";""
"16157";"27.05.2016";"20.05.2024";"5";"26.11.2023";"0";"Продана";"26.04.2024";"";"";"";"";""
"16198";"08.07.2016";"02.05.2024";"6";"17.04.2024";"0";"Продана";"";"";"";"";"";""
"16223";"02.08.2016";"";"6";"25.03.2024";"129";"Дойная";"";"";"";"";"";""
"16255";"31.08.2016";"30.06.2024";"6";"05.02.2024";"0";"Продана";"10.05.2024";"";"";"";"";""
"16300";"21.10.2016";"06.07.2024";"6";"24.12.2023";"0";"Продана";"17.05.2024";"";"";"";"";""
"16337";"18.11.2016";"";"6";"21.07.2024";"11";"Дойная";"";"";"";"";"";""
"16355";"06.12.2016";"28.04.2024";"5";"09.04.2024";"0";"Продана";"";"";"";"";"";""
"17008";"06.01.2017";"";"6";"26.03.2024";"128";"Дойная";"";"";"";"";"";""
"17038";"03.02.2017";"";"6";"08.03.2024";"146";"Дойная";"";"";"";"";"";""
"17053";"19.02.2017";"";"4";"16.08.2023";"0";"Сухостой";"11.01.2024";"11.01.2024";"";"01.08.2024";"";""
"17074";"21.03.2017";"01.08.2024";"6";"12.04.2024";"0";"Продана";"12.07.2024";"";"";"";"";""
"17079";"26.03.2017";"17.07.2024";"6";"29.02.2024";"0";"Продана";"31.05.2024";"";"";"";"";""
"17091";"24.04.2017";"";"6";"28.07.2024";"4";"Дойная";"";"";"";"";"";""
"17100";"03.05.2017";"21.07.2024";"4";"04.11.2022";"0";"Продана";"04.08.2023";"";"";"";"";""
"17145";"03.07.2017";"15.04.2024";"5";"05.10.2023";"0";"Продана";"";"";"";"";"";""
"17158";"14.07.2017";"01.06.2024";"5";"19.04.2024";"0";"Продана";"";"";"";"";"";""
"17163";"24.07.2017";"";"5";"21.05.2024";"72";"Дойная";"";"";"";"";"";""
"17197";"22.08.2017";"26.03.2024";"4";"03.02.2023";"0";"Продана";"30.06.2023";"30.06.2023";"";"01.02.2024";"";""
"17199";"24.08.2017";"";"5";"18.10.2023";"288";"Дойная";"21.03.2024";"";"";"";"";""
"17210";"31.08.2017";"20.05.2024";"5";"30.08.2023";"0";"Продана";"30.11.2023";"";"";"09.05.2024";"";""
"17231";"17.09.2017";"";"5";"16.12.2023";"229";"Осемененная";"16.05.2024";"16.05.2024";"";"";"";""
"17251";"01.10.2017";"";"5";"02.11.2023";"273";"Дойная";"";"";"";"";"";""
"17264";"09.10.2017";"";"5";"28.05.2024";"65";"Дойная";"";"";"";"";"";""
"17275";"17.10.2017";"17.07.2024";"5";"09.11.2023";"0";"Продана";"28.03.2024";"28.03.2024";"";"";"";""
"17284";"24.10.2017";"17.07.2024";"5";"23.12.2023";"0";"Продана";"14.06.2024";"";"";"";"";""
"17290";"29.10.2017";"20.05.2024";"5";"18.05.2024";"0";"Продана";"";"";"";"";"";""
"17293";"31.10.2017";"";"5";"12.07.2024";"20";"Дойная";"";"";"";"";"";""
"17308";"11.11.2017";"";"5";"23.01.2024";"191";"Дойная";"04.07.2024";"";"";"";"";""
"17334";"09.12.2017";"22.05.2024";"5";"20.10.2023";"0";"Продана";"18.01.2024";"18.01.2024";"";"";"";""
"17347";"17.12.2017";"10.06.2024";"5";"27.01.2024";"0";"Продана";"";"";"";"";"";""
"17350";"20.12.2017";"10.07.2024";"5";"15.01.2024";"0";"Продана";"";"";"";"";"";""
"17354";"25.12.2017";"";"4";"14.11.2023";"261";"Дойная";"15.02.2024";"";"";"";"";""
"18003";"01.01.2018";"05.03.2024";"3";"24.09.2022";"0";"Продана";"29.12.2022";"";"";"";"";""
"18011";"07.01.2018";"";"4";"22.08.2023";"345";"Дойная";"23.11.2023";"";"";"";"";""
"18017";"10.01.2018";"13.05.2024";"5";"28.01.2024";"0";"Продана";"";"";"";"";"";""
"18039";"24.01.2018";"";"5";"23.03.2024";"131";"Дойная";"";"";"";"";"";""
"18091";"23.03.2018";"01.08.2024";"4";"07.12.2023";"0";"Продана";"19.04.2024";"19.04.2024";"";"";"";""
"18092";"24.03.2018";"21.03.2024";"5";"28.02.2024";"0";"Продана";"";"";"";"";"";""
"18099";"01.04.2018";"";"5";"28.12.2023";"217";"Дойная";"";"";"";"";"";""
"18102";"03.04.2018";"17.04.2024";"4";"10.01.2023";"0";"Продана";"02.06.2023";"";"";"";"";""
"18104";"06.04.2018";"08.07.2024";"5";"25.06.2024";"0";"Продана";"";"";"";"";"";""
"18106";"08.04.2018";"10.06.2024";"4";"14.01.2024";"0";"Продана";"19.04.2024";"19.04.2024";"";"";"";""
"18115";"13.04.2018";"01.04.2024";"4";"02.08.2023";"0";"Продана";"14.12.2023";"14.12.2023";"";"";"";""
"18122";"20.04.2018";"21.06.2024";"5";"18.03.2024";"0";"Продана";"";"";"";"";"";""
"18126";"23.04.2018";"03.05.2024";"5";"23.03.2024";"0";"Продана";"";"";"";"";"";""
"18157";"08.06.2018";"25.07.2024";"5";"21.07.2024";"0";"Продана";"";"";"";"";"";""
"18181";"23.06.2018";"03.05.2024";"4";"06.11.2023";"0";"Продана";"09.02.2024";"";"";"";"";""
"18208";"22.07.2018";"03.05.2024";"3";"05.10.2023";"0";"Продана";"16.02.2024";"";"";"";"";""
"18221";"04.08.2018";"08.07.2024";"4";"25.02.2024";"0";"Продана";"";"";"";"";"";""
"18226";"10.08.2018";"27.02.2024";"3";"01.10.2022";"0";"Продана";"25.05.2023";"";"";"";"";""
"18240";"17.08.2018";"";"4";"12.10.2023";"294";"Осемененная";"11.01.2024";"11.01.2024";"";"";"";""
"18255";"30.08.2018";"";"4";"07.07.2023";"0";"Сухостой";"14.12.2023";"14.12.2023";"";"17.07.2024";"";""
"18259";"02.09.2018";"";"4";"09.02.2024";"174";"Дойная";"09.05.2024";"";"";"";"";""
"18261";"05.09.2018";"09.06.2024";"4";"20.07.2023";"0";"Продана";"";"";"";"";"";""
"18262";"05.09.2018";"28.02.2024";"4";"29.01.2024";"0";"Продана";"";"";"";"";"";""
"18267";"10.09.2018";"10.07.2024";"4";"16.12.2023";"0";"Продана";"23.05.2024";"";"";"";"";""
"18304";"09.10.2018";"";"5";"26.05.2024";"67";"Дойная";"";"";"";"";"";""
"18319";"23.10.2018";"19.03.2024";"4";"17.11.2023";"0";"Продана";"15.02.2024";"";"";"";"";""
"18335";"31.10.2018";"";"4";"28.10.2023";"278";"Дойная";"";"";"";"";"";""
"18349";"11.11.2018";"";"4";"08.10.2023";"298";"Осемененная";"12.01.2024";"12.01.2024";"";"";"";""
"18350";"14.11.2018";"";"4";"16.01.2024";"198";"Дойная";"18.04.2024";"";"";"";"";""
"18357";"17.11.2018";"21.06.2024";"4";"12.01.2024";"0";"Продана";"12.04.2024";"12.04.2024";"";"";"";""
"18359";"18.11.2018";"13.05.2024";"4";"27.03.2024";"0";"Продана";"";"";"";"";"";""
"18372";"30.11.2018";"17.07.2024";"4";"06.12.2023";"0";"Продана";"05.07.2024";"";"";"";"";""
"18378";"03.12.2018";"28.07.2024";"4";"28.01.2024";"0";"Продана";"26.07.2024";"";"";"";"";""
"18395";"15.12.2018";"01.04.2024";"4";"25.10.2023";"0";"Продана";"26.01.2024";"26.01.2024";"";"";"";""
"18400";"19.12.2018";"13.06.2024";"4";"23.02.2024";"0";"Продана";"23.05.2024";"";"";"";"";""
"18410";"26.12.2018";"";"4";"30.12.2023";"215";"Дойная";"04.04.2024";"";"";"";"";""
"18418";"30.12.2018";"29.07.2024";"4";"03.03.2024";"0";"Продана";"25.07.2024";"";"";"";"";""
"18419";"31.12.2018";"16.05.2024";"4";"17.10.2023";"0";"Продана";"19.01.2024";"19.01.2024";"";"";"";""
"19012";"04.01.2019";"01.08.2024";"4";"15.01.2024";"0";"Продана";"18.04.2024";"18.04.2024";"";"";"";""
"19015";"05.01.2019";"";"4";"11.12.2023";"234";"Осемененная";"15.03.2024";"15.03.2024";"";"";"";""
"19020";"10.01.2019";"";"4";"17.03.2024";"137";"Осемененная";"20.06.2024";"20.06.2024";"";"";"";""
"19030";"22.01.2019";"";"4";"20.10.2023";"286";"Дойная";"18.01.2024";"";"";"";"";""
"19032";"23.01.2019";"13.05.2024";"4";"17.12.2023";"0";"Продана";"22.03.2024";"";"";"";"";""
"19036";"25.01.2019";"";"4";"22.07.2024";"10";"Дойная";"";"";"";"";"";""
"19051";"05.02.2019";"";"4";"03.03.2024";"151";"Дойная";"26.07.2024";"";"";"";"";""
"19067";"14.02.2019";"27.06.2024";"3";"09.12.2023";"0";"Продана";"19.04.2024";"";"";"";"";""
"19069";"16.02.2019";"13.06.2024";"4";"01.02.2024";"0";"Продана";"03.05.2024";"";"";"";"";""
"19070";"16.02.2019";"";"4";"15.01.2024";"199";"Осемененная";"05.07.2024";"05.07.2024";"";"";"";""
"19094";"16.03.2019";"15.06.2024";"3";"22.03.2023";"0";"Продана";"11.01.2024";"";"";"";"";""
"19096";"18.03.2019";"17.06.2024";"4";"12.06.2024";"0";"Продана";"";"";"";"";"";""
"19101";"26.03.2019";"";"4";"10.04.2024";"113";"Дойная";"11.07.2024";"";"";"";"";""
"19102";"27.03.2019";"";"4";"16.02.2024";"167";"Осемененная";"17.05.2024";"17.05.2024";"";"";"";""
"19121";"02.05.2019";"";"3";"09.02.2024";"174";"Дойная";"";"";"";"";"";""
"19122";"05.05.2019";"20.03.2024";"2";"20.08.2022";"0";"Продана";"27.07.2023";"";"";"";"";""
"19124";"06.05.2019";"";"3";"21.01.2024";"193";"Осемененная";"25.04.2024";"25.04.2024";"";"";"";""
"19147";"02.06.2019";"";"4";"06.07.2024";"26";"Дойная";"";"";"";"";"";""
"19161";"10.06.2019";"13.07.2024";"3";"07.02.2024";"0";"Продана";"09.05.2024";"09.05.2024";"";"";"";""
"19165";"12.06.2019";"";"3";"11.10.2023";"295";"Дойная";"";"";"";"";"";""
"19166";"12.06.2019";"19.03.2024";"3";"26.11.2023";"0";"Продана";"29.02.2024";"";"";"";"";""
"19168";"13.06.2019";"06.03.2024";"3";"25.01.2024";"0";"Продана";"";"";"";"";"";""
"19170";"14.06.2019";"";"4";"24.06.2024";"38";"Дойная";"";"";"";"";"";""
"19185";"23.06.2019";"";"3";"01.09.2023";"335";"Дойная";"05.01.2024";"";"";"";"";""
"19230";"04.08.2019";"";"3";"22.07.2024";"10";"Дойная";"";"";"";"";"";""
"19239";"09.08.2019";"13.05.2024";"3";"28.07.2023";"0";"Продана";"22.03.2024";"22.03.2024";"";"";"";""
"19259";"28.08.2019";"03.07.2024";"3";"05.12.2023";"0";"Продана";"31.05.2024";"";"";"";"";""
"19260";"01.09.2019";"";"3";"20.03.2024";"134";"Дойная";"20.06.2024";"";"";"";"";""
"19267";"04.09.2019";"";"3";"08.03.2024";"146";"Дойная";"";"";"";"";"";""
"19281";"17.09.2019";"24.06.2024";"3";"09.10.2023";"0";"Продана";"11.01.2024";"";"";"";"";""
"19302";"05.10.2019";"";"3";"27.02.2024";"156";"Дойная";"11.07.2024";"";"";"";"";""
"19331";"29.10.2019";"06.04.2024";"2";"01.03.2023";"0";"Продана";"01.12.2023";"";"";"";"";""
"19332";"29.10.2019";"";"3";"24.08.2023";"343";"Дойная";"";"";"";"";"";""
"19341";"06.11.2019";"";"3";"01.11.2023";"274";"Дойная";"";"";"";"";"";""
"19355";"11.11.2019";"25.04.2024";"3";"19.09.2023";"0";"Продана";"21.12.2023";"21.12.2023";"";"";"";""
"19360";"15.11.2019";"";"3";"28.01.2024";"186";"Дойная";"";"";"";"";"";""
"19371";"19.11.2019";"";"3";"08.11.2023";"267";"Дойная";"";"";"";"";"";""
"19374";"21.11.2019";"";"3";"23.04.2024";"100";"Дойная";"";"";"";"";"";""
"19379";"27.11.2019";"";"3";"26.02.2024";"157";"Дойная";"30.05.2024";"";"";"";"";""
"19386";"02.12.2019";"";"3";"25.07.2024";"7";"Дойная";"";"";"";"";"";""
"19392";"06.12.2019";"06.05.2024";"3";"02.05.2024";"0";"Продана";"";"";"";"";"";""
"19400";"14.12.2019";"";"3";"12.02.2024";"171";"Дойная";"";"";"";"";"";""
"19411";"20.12.2019";"26.03.2024";"2";"01.11.2022";"0";"Продана";"02.02.2023";"";"";"";"";""
"19420";"23.12.2019";"";"3";"20.02.2024";"163";"Дойная";"";"";"";"";"";""
"19425";"25.12.2019";"";"3";"04.07.2024";"28";"Дойная";"";"";"";"";"";""
"20006";"09.01.2020";"";"3";"13.06.2024";"49";"Дойная";"";"";"";"";"";""
"20025";"23.01.2020";"";"3";"07.01.2024";"207";"Дойная";"";"";"";"";"";""
"20041";"14.02.2020";"20.05.2024";"3";"30.01.2024";"0";"Продана";"03.05.2024";"";"";"";"";""
"20059";"10.03.2020";"";"3";"10.03.2024";"144";"Дойная";"";"";"";"";"";""
"20071";"19.03.2020";"";"3";"02.05.2024";"91";"Дойная";"";"";"";"";"";""
"20075";"21.03.2020";"";"3";"16.01.2024";"198";"Дойная";"";"";"";"";"";""
"20077";"25.03.2020";"";"3";"24.07.2024";"8";"Дойная";"";"";"";"";"";""
"20080";"30.03.2020";"";"3";"25.02.2024";"158";"Дойная";"";"";"";"";"";""
"20086";"04.04.2020";"";"2";"20.08.2023";"347";"Осемененная";"05.01.2024";"05.01.2024";"";"";"";""
"20087";"06.04.2020";"25.05.2024";"2";"09.06.2023";"0";"Продана";"";"";"";"";"";""
"20089";"07.04.2020";"";"3";"21.02.2024";"162";"Осемененная";"24.05.2024";"24.05.2024";"";"";"";""
"20096";"16.04.2020";"20.05.2024";"2";"27.07.2023";"0";"Продана";"27.10.2023";"";"";"";"";""
"20103";"24.04.2020";"18.06.2024";"2";"29.03.2023";"0";"Продана";"29.06.2023";"";"";"";"";""
"20106";"28.04.2020";"25.04.2024";"2";"17.04.2023";"0";"Продана";"30.11.2023";"30.11.2023";"";"";"";""
"20111";"30.04.2020";"01.08.2024";"3";"01.07.2024";"0";"Продана";"";"";"";"";"";""
"20115";"05.05.2020";"";"3";"18.04.2024";"105";"Дойная";"";"";"";"";"";""
"20116";"09.05.2020";"";"3";"08.05.2024";"85";"Дойная";"";"";"";"";"";""
"20117";"10.05.2020";"";"3";"04.03.2024";"150";"Дойная";"";"";"";"";"";""
"20124";"17.05.2020";"";"3";"28.04.2024";"95";"Дойная";"01.08.2024";"";"";"";"";""
"20127";"17.05.2020";"";"3";"30.07.2024";"2";"Дойная";"";"";"";"";"";""
"20137";"29.05.2020";"22.05.2024";"3";"25.03.2024";"0";"Продана";"";"";"";"";"";""
"20141";"01.06.2020";"27.06.2024";"2";"14.05.2023";"0";"Продана";"16.11.2023";"";"";"";"";""
"20143";"03.06.2020";"";"2";"27.10.2023";"279";"Осемененная";"25.04.2024";"25.04.2024";"";"";"";""
"20147";"05.06.2020";"27.06.2024";"2";"09.05.2023";"0";"Продана";"16.11.2023";"";"";"";"";""
"20153";"13.06.2020";"";"2";"03.10.2023";"303";"Осемененная";"31.05.2024";"31.05.2024";"";"";"";""
"20166";"19.06.2020";"10.07.2024";"3";"26.04.2024";"0";"Продана";"";"";"";"";"";""
"20171";"25.06.2020";"01.04.2024";"2";"28.03.2023";"0";"Продана";"11.01.2024";"";"";"";"";""
"20177";"28.06.2020";"";"2";"18.05.2023";"0";"Сухостой";"15.02.2024";"15.02.2024";"";"03.05.2024";"";""
"20218";"23.07.2020";"18.03.2024";"2";"07.05.2023";"0";"Продана";"10.08.2023";"";"";"";"";""
"20219";"24.07.2020";"";"3";"25.05.2024";"68";"Дойная";"";"";"";"";"";""
"20232";"05.08.2020";"";"2";"23.11.2023";"252";"Дойная";"11.07.2024";"";"";"";"";""
"20233";"05.08.2020";"19.03.2024";"2";"16.10.2023";"0";"Продана";"07.03.2024";"";"";"";"";""
"20259";"22.08.2020";"";"3";"08.06.2024";"54";"Дойная";"";"";"";"";"";""
"20286";"14.09.2020";"12.05.2024";"2";"03.10.2023";"0";"Продана";"29.03.2024";"";"";"";"";""
"20296";"23.09.2020";"15.07.2024";"2";"04.09.2023";"0";"Продана";"08.12.2023";"08.12.2023";"";"11.07.2024";"";""
"20356";"05.11.2020";"28.02.2024";"1";"27.08.2022";"0";"Продана";"01.06.2023";"";"";"";"";""
"20384";"23.11.2020";"";"2";"08.10.2023";"298";"Осемененная";"11.01.2024";"11.01.2024";"";"";"";""
"21001";"01.01.2021";"";"2";"13.12.2023";"232";"Осемененная";"15.03.2024";"15.03.2024";"";"";"";""
"21003";"02.01.2021";"";"2";"10.11.2023";"265";"Дойная";"09.02.2024";"";"";"";"";""
"21021";"09.01.2021";"";"2";"10.04.2024";"113";"Дойная";"";"";"";"";"";""
"21029";"15.01.2021";"";"2";"21.11.2023";"254";"Дойная";"";"";"";"";"";""
"21039";"21.01.2021";"";"2";"18.01.2024";"196";"Дойная";"18.04.2024";"";"";"";"";""
"21042";"25.01.2021";"";"2";"05.03.2024";"149";"Осемененная";"06.06.2024";"06.06.2024";"";"";"";""
"21049";"31.01.2021";"27.05.2024";"2";"31.12.2023";"0";"Продана";"04.04.2024";"";"";"";"";""
"21056";"09.02.2021";"";"2";"12.07.2024";"20";"Дойная";"";"";"";"";"";""
"21058";"11.02.2021";"27.05.2024";"1";"25.03.2023";"0";"Продана";"27.10.2023";"";"";"";"";""
"21059";"12.02.2021";"13.05.2024";"1";"10.12.2022";"0";"Продана";"31.08.2023";"";"";"";"";""
"21061";"12.02.2021";"27.06.2024";"2";"25.12.2023";"0";"Продана";"09.05.2024";"";"";"";"";""
"21067";"16.02.2021";"25.04.2024";"2";"08.01.2024";"0";"Продана";"11.04.2024";"";"";"";"";""
"21069";"19.02.2021";"17.06.2024";"2";"21.03.2024";"0";"Продана";"";"";"";"";"";""
"21087";"01.03.2021";"24.07.2024";"2";"08.02.2024";"0";"Продана";"09.05.2024";"09.05.2024";"";"";"";""
"21089";"02.03.2021";"27.06.2024";"2";"07.01.2024";"0";"Продана";"06.06.2024";"";"";"";"";""
"21091";"03.03.2021";"25.07.2024";"2";"27.12.2023";"0";"Продана";"09.05.2024";"09.05.2024";"";"";"";""
"21092";"03.03.2021";"";"1";"27.02.2023";"0";"Сухостой";"05.01.2024";"05.01.2024";"";"13.02.2024";"";""
"21097";"09.03.2021";"25.04.2024";"2";"13.12.2023";"0";"Продана";"15.03.2024";"15.03.2024";"";"";"";""
"21103";"12.03.2021";"";"2";"07.01.2024";"207";"Дойная";"";"";"";"";"";""
"21112";"25.03.2021";"25.07.2024";"2";"03.01.2024";"0";"Продана";"04.04.2024";"04.04.2024";"";"";"";""
"21116";"28.03.2021";"27.03.2024";"1";"03.01.2023";"0";"Продана";"20.10.2023";"";"";"";"";""
"21118";"31.03.2021";"08.07.2024";"2";"28.04.2024";"0";"Продана";"";"";"";"";"";""
"21127";"11.04.2021";"28.06.2024";"2";"19.01.2024";"0";"Продана";"31.05.2024";"";"";"";"";""
"21137";"19.04.2021";"28.07.2024";"1";"11.05.2023";"0";"Продана";"09.02.2024";"";"";"";"";""
"21166";"10.05.2021";"";"2";"02.03.2024";"152";"Дойная";"06.06.2024";"";"";"";"";""
"21172";"13.05.2021";"";"2";"20.02.2024";"163";"Дойная";"18.07.2024";"";"";"";"";""
"21173";"13.05.2021";"";"2";"15.05.2024";"78";"Дойная";"";"";"";"";"";""
"21183";"21.05.2021";"27.06.2024";"2";"14.04.2024";"0";"Продана";"";"";"";"";"";""
"21200";"29.05.2021";"30.04.2024";"2";"29.04.2024";"0";"Продана";"";"";"";"";"";""
"21214";"09.06.2021";"05.03.2024";"1";"04.03.2023";"0";"Продана";"29.12.2023";"";"";"";"";""
"21216";"09.06.2021";"";"2";"29.03.2024";"125";"Дойная";"";"";"";"";"";""
"21218";"13.06.2021";"";"2";"10.05.2024";"83";"Дойная";"";"";"";"";"";""
"21225";"17.06.2021";"11.04.2024";"1";"23.03.2023";"0";"Продана";"21.09.2023";"";"";"";"";""
"21227";"19.06.2021";"08.07.2024";"1";"31.03.2023";"0";"Продана";"04.01.2024";"";"";"";"";""
"21230";"21.06.2021";"27.05.2024";"1";"27.03.2023";"0";"Продана";"05.10.2023";"";"";"08.05.2024";"";""
"21235";"22.06.2021";"11.04.2024";"1";"26.06.2023";"0";"Продана";"01.02.2024";"";"";"";"";""
"21240";"26.06.2021";"11.04.2024";"2";"27.03.2024";"0";"Продана";"";"";"";"";"";""
"21247";"29.06.2021";"";"2";"21.07.2024";"11";"Дойная";"";"";"";"";"";""
"21250";"30.06.2021";"";"2";"25.03.2024";"129";"Осемененная";"27.06.2024";"27.06.2024";"";"";"";""
"21261";"04.07.2021";"";"2";"27.04.2024";"96";"Дойная";"";"";"";"";"";""
"21272";"15.07.2021";"08.04.2024";"2";"31.03.2024";"0";"Продана";"";"";"";"";"";""
"21301";"04.08.2021";"";"2";"05.07.2024";"27";"Дойная";"";"";"";"";"";""
"21303";"04.08.2021";"";"2";"26.05.2024";"67";"Дойная";"";"";"";"";"";""
"21355";"17.09.2021";"";"2";"29.07.2024";"3";"Дойная";"";"";"";"";"";""
"21374";"30.09.2021";"20.05.2024";"2";"18.04.2024";"0";"Продана";"";"";"";"";"";""
"21391";"08.10.2021";"27.05.2024";"1";"27.07.2023";"0";"Продана";"26.10.2023";"";"";"";"";""
"21404";"16.10.2021";"";"2";"25.07.2024";"7";"Дойная";"";"";"";"";"";""
"21408";"20.10.2021";"19.03.2024";"1";"24.08.2023";"0";"Продана";"15.02.2024";"";"";"";"";""
"21430";"08.11.2021";"";"1";"02.09.2023";"334";"Дойная";"";"";"";"";"";""
"21456";"22.11.2021";"";"1";"25.08.2023";"342";"Дойная";"12.04.2024";"";"";"";"";""
"22008";"06.01.2022";"27.05.2024";"1";"23.10.2023";"0";"Продана";"18.04.2024";"";"";"";"";""
"22010";"08.01.2022";"20.05.2024";"1";"24.03.2024";"0";"Продана";"";"";"";"";"";""
"22013";"11.01.2022";"04.03.2024";"1";"10.11.2023";"0";"Продана";"08.02.2024";"";"";"";"";""
"22028";"20.01.2022";"";"1";"09.12.2023";"236";"Дойная";"04.07.2024";"";"";"";"";""
"22041";"28.01.2022";"";"1";"22.01.2024";"192";"Дойная";"25.07.2024";"";"";"";"";""
"22049";"05.02.2022";"19.03.2024";"1";"15.11.2023";"0";"Продана";"15.02.2024";"";"";"";"";""
"22050";"05.02.2022";"";"1";"04.03.2024";"150";"Дойная";"07.06.2024";"";"";"";"";""
"22078";"13.03.2022";"";"1";"01.03.2024";"153";"Дойная";"31.05.2024";"";"";"";"";""
"22084";"16.03.2022";"";"1";"16.02.2024";"167";"Осемененная";"16.05.2024";"16.05.2024";"";"";"";""
"22089";"19.03.2022";"";"1";"27.01.2024";"187";"Дойная";"";"";"";"";"";""
"22130";"08.05.2022";"";"1";"11.03.2024";"143";"Дойная";"";"";"";"";"";""
"22149";"04.06.2022";"";"1";"25.03.2024";"129";"Дойная";"27.06.2024";"";"";"";"";""
"22152";"05.06.2022";"13.05.2024";"1";"08.05.2024";"0";"Продана";"";"";"";"";"";""
"22169";"15.06.2022";"17.07.2024";"1";"01.04.2024";"0";"Продана";"04.07.2024";"";"";"";"";""
"22171";"15.06.2022";"13.06.2024";"1";"22.03.2024";"0";"Продана";"";"";"";"";"";""
"22172";"16.06.2022";"";"1";"29.03.2024";"125";"Дойная";"";"";"";"";"";""
"22173";"16.06.2022";"";"1";"29.03.2024";"125";"Дойная";"";"";"";"";"";""
"22175";"17.06.2022";"";"1";"15.04.2024";"108";"Дойная";"18.07.2024";"";"";"";"";""
"22176";"17.06.2022";"03.05.2024";"1";"10.04.2024";"0";"Продана";"";"";"";"";"";""
"22180";"18.06.2022";"";"1";"07.05.2024";"86";"Дойная";"";"";"";"";"";""
"22184";"22.06.2022";"";"1";"28.04.2024";"95";"Дойная";"";"";"";"";"";""
"22186";"24.06.2022";"";"1";"14.05.2024";"79";"Дойная";"";"";"";"";"";""
"22196";"29.06.2022";"17.05.2024";"0";"";"0";"Продана";"05.10.2023";"05.10.2023";"";"";"";""
"22201";"30.06.2022";"08.07.2024";"1";"26.04.2024";"0";"Продана";"";"";"";"";"";""
"22207";"08.07.2022";"";"1";"01.05.2024";"92";"Дойная";"";"";"";"";"";""
"22208";"08.07.2022";"10.07.2024";"1";"21.04.2024";"0";"Продана";"";"";"";"";"";""
"22211";"09.07.2022";"";"1";"07.04.2024";"116";"Дойная";"";"";"";"";"";""
"22214";"11.07.2022";"03.05.2024";"0";"";"0";"Продана";"03.08.2023";"03.08.2023";"";"11.04.2024";"";""
"22216";"13.07.2022";"";"1";"11.05.2024";"82";"Дойная";"";"";"";"";"";""
"22219";"16.07.2022";"16.06.2024";"1";"01.05.2024";"0";"Продана";"";"";"";"";"";""
"22222";"18.07.2022";"08.07.2024";"1";"12.05.2024";"0";"Продана";"";"";"";"";"";""
"22224";"20.07.2022";"08.07.2024";"1";"04.05.2024";"0";"Продана";"";"";"";"";"";""
