"Номер животного";"Дата рождения";"Дата архива";"Лактация";"Дата начала тек.лакт";"Дни в доении";"Статус коровы";"Дата осеменения";"Дата успешного осеменения";"Дни стельности";"Дата запуска тек.лакт";"Дата ожидаемого запуска";"Дата ожидаемого отела"
"1927";"06.06.2018";"23.07.2024";"4";"03.11.2023";"0";"Продана";"29.03.2024";"";"";"";"";""
"1939";"14.06.2018";"14.09.2024";"5";"11.09.2024";"0";"Продана";"";"";"";"";"";""
"1949";"26.06.2018";"03.10.2024";"4";"03.11.2023";"0";"Продана";"29.03.2024";"29.03.2024";"";"";"";""
"1955";"30.06.2018";"26.12.2024";"5";"10.06.2024";"0";"Продана";"";"";"";"";"";""
"1965";"08.07.2018";"";"4";"01.01.2024";"0";"Сухостой";"12.07.2024";"12.07.2024";"";"17.12.2024";"";""
"1981";"19.07.2018";"";"5";"30.01.2025";"2";"Дойная";"";"";"";"";"";""
"2013";"05.08.2018";"03.07.2024";"4";"12.04.2023";"0";"Продана";"12.01.2024";"";"";"";"";""
"2017";"05.08.2018";"10.06.2024";"4";"18.01.2024";"0";"Продана";"29.03.2024";"29.03.2024";"";"";"";""
"2018";"06.08.2018";"10.06.2024";"4";"30.10.2023";"0";"Продана";"26.04.2024";"26.04.2024";"";"";"";""
"2023";"09.08.2018";"25.07.2024";"4";"10.02.2024";"0";"Продана";"26.04.2024";"26.04.2024";"";"";"";""
"2032";"14.08.2018";"";"5";"23.11.2024";"70";"Дойная";"";"";"";"";"";""
"2034";"14.08.2018";"15.04.2024";"4";"19.02.2024";"0";"Продана";"";"";"";"";"";""
"2053";"27.08.2018";"26.04.2024";"3";"17.10.2022";"0";"Продана";"10.02.2023";"";"";"";"";""
"2067";"03.09.2018";"";"5";"14.08.2024";"171";"Дойная";"";"";"";"";"";""
"2072";"06.09.2018";"27.01.2025";"5";"24.01.2025";"0";"Продана";"";"";"";"";"";""
"2080";"10.09.2018";"";"5";"18.08.2024";"167";"Осемененная";"06.12.2024";"06.12.2024";"";"";"";""
"2088";"11.09.2018";"09.08.2024";"4";"31.01.2024";"0";"Продана";"";"";"";"";"";""
"2097";"13.09.2018";"03.07.2024";"4";"19.09.2023";"0";"Продана";"05.01.2024";"";"";"";"";""
"2099";"14.09.2018";"20.05.2024";"4";"18.05.2024";"0";"Продана";"";"";"";"";"";""
"2104";"21.09.2018";"03.01.2025";"5";"29.12.2024";"0";"Продана";"";"";"";"";"";""
"2112";"24.09.2018";"26.12.2024";"5";"08.09.2024";"0";"Продана";"";"";"";"";"";""
"2117";"27.09.2018";"03.07.2024";"4";"19.07.2023";"0";"Продана";"26.01.2024";"";"";"";"";""
"2134";"05.10.2018";"03.12.2024";"3";"15.08.2022";"0";"Продана";"26.05.2023";"";"";"";"";""
"2139";"09.10.2018";"26.12.2024";"4";"21.09.2023";"0";"Продана";"09.02.2024";"";"";"";"";""
"2159";"21.10.2018";"26.03.2024";"3";"07.10.2023";"0";"Продана";"26.01.2024";"";"";"";"";""
"2170";"25.10.2018";"31.07.2024";"4";"15.03.2024";"0";"Продана";"31.05.2024";"";"";"";"";""
"2174";"26.10.2018";"09.09.2024";"5";"28.06.2024";"0";"Продана";"";"";"";"";"";""
"2176";"28.10.2018";"22.03.2024";"4";"15.01.2024";"0";"Продана";"";"";"";"";"";""
"2184";"04.11.2018";"26.12.2024";"4";"09.10.2023";"0";"Продана";"23.08.2024";"";"";"";"";""
"2196";"09.11.2018";"26.08.2024";"4";"13.03.2024";"0";"Продана";"16.08.2024";"";"";"";"";""
"2211";"16.11.2018";"16.07.2024";"4";"04.11.2023";"0";"Продана";"07.06.2024";"";"";"";"";""
"2219";"18.11.2018";"03.07.2024";"4";"08.08.2023";"0";"Продана";"20.10.2023";"";"";"";"";""
"2239";"26.11.2018";"27.02.2024";"4";"23.02.2024";"0";"Продана";"";"";"";"";"";""
"2248";"03.12.2018";"20.03.2024";"3";"26.04.2023";"0";"Продана";"18.08.2023";"18.08.2023";"";"";"";""
"2269";"16.12.2018";"14.03.2024";"4";"23.09.2023";"0";"Продана";"08.03.2024";"";"";"";"";""
"2294";"26.12.2018";"26.12.2024";"5";"23.10.2024";"0";"Продана";"";"";"";"";"";""
"2307";"02.01.2019";"29.03.2024";"4";"12.03.2024";"0";"Продана";"";"";"";"";"";""
"2328";"07.01.2019";"11.04.2024";"4";"18.09.2023";"0";"Продана";"01.12.2023";"01.12.2023";"";"";"";""
"2329";"07.01.2019";"";"4";"25.04.2024";"282";"Дойная";"";"";"";"";"";""
"2336";"10.01.2019";"27.05.2024";"3";"06.06.2023";"0";"Продана";"18.08.2023";"18.08.2023";"";"21.03.2024";"";""
"2340";"13.01.2019";"18.06.2024";"3";"21.07.2023";"0";"Продана";"10.11.2023";"10.11.2023";"";"";"";""
"2366";"24.01.2019";"03.07.2024";"4";"13.10.2023";"0";"Продана";"15.03.2024";"";"";"";"";""
"2370";"27.01.2019";"03.07.2024";"3";"21.04.2023";"0";"Продана";"26.01.2024";"";"";"";"";""
"2434";"20.02.2019";"17.01.2025";"3";"06.02.2024";"0";"Продана";"02.08.2024";"02.08.2024";"";"";"";""
"2464";"26.02.2019";"";"4";"23.02.2024";"344";"Дойная";"15.11.2024";"";"";"";"";""
"2506";"11.03.2019";"";"4";"13.03.2024";"325";"Дойная";"20.12.2024";"";"";"";"";""
"2508";"11.03.2019";"06.11.2024";"4";"05.01.2024";"0";"Продана";"25.10.2024";"";"";"";"";""
"2511";"12.03.2019";"21.06.2024";"3";"04.06.2023";"0";"Продана";"12.01.2024";"";"";"";"";""
"2529";"15.03.2019";"22.04.2024";"4";"17.02.2024";"0";"Продана";"";"";"";"";"";""
"2583";"30.03.2019";"02.10.2024";"4";"10.09.2024";"0";"Продана";"";"";"";"";"";""
"2641";"20.04.2019";"21.10.2024";"3";"07.02.2024";"0";"Продана";"06.09.2024";"";"";"";"";""
"2646";"21.04.2019";"08.08.2024";"4";"31.07.2024";"0";"Продана";"";"";"";"";"";""
"2649";"22.04.2019";"26.04.2024";"4";"22.03.2024";"0";"Продана";"";"";"";"";"";""
"2658";"27.04.2019";"27.05.2024";"3";"21.09.2023";"0";"Продана";"01.12.2023";"01.12.2023";"";"";"";""
"2662";"29.04.2019";"";"5";"27.12.2024";"36";"Дойная";"";"";"";"";"";""
"2664";"30.04.2019";"15.08.2024";"3";"11.09.2023";"0";"Продана";"08.03.2024";"08.03.2024";"";"";"";""
"2674";"05.05.2019";"05.03.2024";"3";"05.04.2023";"0";"Продана";"12.01.2024";"";"";"";"";""
"2678";"06.05.2019";"03.08.2024";"3";"31.10.2023";"0";"Продана";"23.02.2024";"23.02.2024";"";"";"";""
"2683";"08.05.2019";"17.01.2025";"4";"08.08.2024";"0";"Продана";"10.01.2025";"";"";"";"";""
"2712";"26.05.2019";"13.01.2025";"4";"13.09.2024";"0";"Продана";"03.01.2025";"";"";"";"";""
"2733";"07.06.2019";"06.03.2024";"3";"02.09.2023";"0";"Продана";"22.12.2023";"";"";"";"";""
"2746";"12.06.2019";"26.12.2024";"4";"26.12.2024";"0";"Продана";"";"";"";"";"";""
"2754";"15.06.2019";"03.06.2024";"3";"09.09.2023";"0";"Продана";"08.03.2024";"08.03.2024";"";"";"";""
"2755";"16.06.2019";"03.12.2024";"3";"21.06.2023";"0";"Продана";"19.01.2024";"";"";"";"";""
"2770";"26.06.2019";"";"4";"24.11.2024";"69";"Дойная";"";"";"";"";"";""
"2804";"13.07.2019";"11.06.2024";"4";"23.05.2024";"0";"Продана";"";"";"";"";"";""
"2818";"24.07.2019";"23.05.2024";"4";"19.05.2024";"0";"Продана";"";"";"";"";"";""
"2819";"24.07.2019";"23.04.2024";"3";"14.02.2024";"0";"Продана";"";"";"";"";"";""
"2822";"26.07.2019";"11.09.2024";"4";"05.07.2024";"0";"Продана";"";"";"";"";"";""
"2825";"28.07.2019";"26.12.2024";"4";"28.10.2024";"0";"Продана";"";"";"";"";"";""
"2827";"29.07.2019";"";"4";"29.01.2025";"3";"Дойная";"";"";"";"";"";""
"2834";"05.08.2019";"20.05.2024";"4";"16.05.2024";"0";"Продана";"";"";"";"";"";""
"2845";"12.08.2019";"27.04.2024";"3";"03.08.2023";"0";"Продана";"17.11.2023";"17.11.2023";"";"";"";""
"2857";"15.08.2019";"03.01.2025";"3";"20.10.2023";"0";"Продана";"07.06.2024";"07.06.2024";"";"";"";""
"2863";"21.08.2019";"22.01.2025";"4";"15.06.2024";"0";"Продана";"08.11.2024";"08.11.2024";"";"";"";""
"2864";"21.08.2019";"04.06.2024";"3";"01.06.2024";"0";"Продана";"";"";"";"";"";""
"2872";"25.08.2019";"19.12.2024";"4";"15.12.2024";"0";"Продана";"";"";"";"";"";""
"2884";"31.08.2019";"";"4";"31.07.2024";"185";"Дойная";"";"";"";"";"";""
"2896";"11.09.2019";"";"4";"18.09.2024";"136";"Дойная";"";"";"";"";"";""
"2902";"14.09.2019";"";"3";"04.11.2023";"0";"Сухостой";"20.09.2024";"20.09.2024";"";"20.10.2024";"";""
"2903";"16.09.2019";"19.08.2024";"4";"17.08.2024";"0";"Продана";"";"";"";"";"";""
"2926";"29.09.2019";"07.03.2024";"3";"21.12.2023";"0";"Продана";"";"";"";"";"";""
"2930";"03.10.2019";"27.09.2024";"4";"16.09.2024";"0";"Продана";"";"";"";"";"";""
"2931";"03.10.2019";"11.07.2024";"3";"04.09.2023";"0";"Продана";"16.02.2024";"16.02.2024";"";"";"";""
"2932";"03.10.2019";"19.07.2024";"4";"01.07.2024";"0";"Продана";"";"";"";"";"";""
"2934";"04.10.2019";"";"4";"13.08.2024";"172";"Дойная";"29.11.2024";"";"";"";"";""
"2936";"06.10.2019";"03.08.2024";"3";"20.08.2023";"0";"Продана";"29.12.2023";"";"";"";"";""
"2948";"12.10.2019";"18.06.2024";"4";"17.06.2024";"0";"Продана";"";"";"";"";"";""
"2951";"14.10.2019";"";"4";"18.11.2024";"75";"Дойная";"";"";"";"";"";""
"2956";"16.10.2019";"26.12.2024";"4";"09.06.2024";"0";"Продана";"";"";"";"";"";""
"2959";"16.10.2019";"";"3";"15.12.2023";"0";"Сухостой";"14.06.2024";"14.06.2024";"";"14.11.2024";"";""
"2960";"17.10.2019";"16.05.2024";"3";"28.07.2023";"0";"Продана";"22.03.2024";"22.03.2024";"";"";"";""
"2965";"19.10.2019";"21.11.2024";"3";"29.08.2023";"0";"Продана";"24.05.2024";"24.05.2024";"";"14.11.2024";"";""
"2967";"20.10.2019";"19.06.2024";"4";"19.06.2024";"0";"Продана";"";"";"";"";"";""
"2968";"21.10.2019";"03.07.2024";"2";"29.03.2023";"0";"Продана";"05.01.2024";"";"";"";"";""
"2991";"02.11.2019";"24.12.2024";"3";"23.09.2024";"0";"Продана";"";"";"";"";"";""
"2994";"02.11.2019";"";"4";"11.01.2025";"21";"Дойная";"";"";"";"";"";""
"2995";"04.11.2019";"";"3";"13.10.2023";"0";"Сухостой";"28.06.2024";"28.06.2024";"";"14.11.2024";"";""
"2998";"05.11.2019";"10.12.2024";"4";"11.11.2024";"0";"Продана";"";"";"";"";"";""
"3008";"11.11.2019";"01.04.2024";"3";"10.01.2024";"0";"Продана";"22.03.2024";"";"";"";"";""
"3010";"11.11.2019";"";"4";"09.12.2024";"54";"Дойная";"";"";"";"";"";""
"3015";"13.11.2019";"";"4";"01.02.2025";"0";"Дойная";"";"";"";"";"";""
"3019";"13.11.2019";"13.01.2025";"4";"05.01.2025";"0";"Продана";"";"";"";"";"";""
"3036";"25.11.2019";"";"4";"27.01.2025";"5";"Дойная";"";"";"";"";"";""
"3038";"25.11.2019";"";"4";"01.08.2024";"184";"Осемененная";"18.11.2024";"18.11.2024";"";"";"";""
"3040";"27.11.2019";"16.01.2025";"4";"22.08.2024";"0";"Продана";"06.12.2024";"";"";"";"";""
"3046";"02.12.2019";"18.10.2024";"4";"23.09.2024";"0";"Продана";"";"";"";"";"";""
"3049";"05.12.2019";"01.03.2024";"3";"29.02.2024";"0";"Продана";"";"";"";"";"";""
"3056";"08.12.2019";"";"4";"27.11.2024";"66";"Дойная";"";"";"";"";"";""
"3057";"09.12.2019";"26.12.2024";"4";"13.08.2024";"0";"Продана";"";"";"";"";"";""
"3060";"09.12.2019";"";"4";"08.08.2024";"177";"Дойная";"";"";"";"";"";""
"3064";"11.12.2019";"03.07.2024";"3";"26.11.2023";"0";"Продана";"22.03.2024";"";"";"";"";""
"3065";"13.12.2019";"";"4";"12.10.2024";"112";"Дойная";"31.01.2025";"";"";"";"";""
"3076";"21.12.2019";"";"4";"24.06.2024";"222";"Дойная";"";"";"";"";"";""
"3094";"01.01.2020";"03.06.2024";"3";"15.05.2024";"0";"Продана";"";"";"";"";"";""
"3097";"02.01.2020";"07.08.2024";"2";"10.11.2022";"0";"Продана";"07.07.2023";"";"";"";"";""
"3105";"06.01.2020";"24.03.2024";"3";"21.03.2024";"0";"Продана";"";"";"";"";"";""
"3107";"07.01.2020";"";"4";"24.12.2024";"39";"Дойная";"";"";"";"";"";""
"3108";"07.01.2020";"03.07.2024";"3";"07.12.2023";"0";"Продана";"";"";"";"";"";""
"3110";"07.01.2020";"03.07.2024";"2";"28.02.2023";"0";"Продана";"03.11.2023";"";"";"";"";""
"3120";"10.01.2020";"01.03.2024";"3";"07.02.2024";"0";"Продана";"";"";"";"";"";""
"3125";"12.01.2020";"12.04.2024";"2";"20.07.2023";"0";"Продана";"09.02.2024";"";"";"";"";""
"3126";"12.01.2020";"22.03.2024";"3";"22.12.2023";"0";"Продана";"08.03.2024";"";"";"";"";""
"3131";"15.01.2020";"11.09.2024";"4";"11.09.2024";"0";"Продана";"";"";"";"";"";""
"3132";"15.01.2020";"28.08.2024";"3";"30.12.2023";"0";"Продана";"09.08.2024";"";"";"";"";""
"3146";"19.01.2020";"12.08.2024";"3";"07.02.2024";"0";"Продана";"02.08.2024";"";"";"";"";""
"3148";"20.01.2020";"28.03.2024";"3";"25.03.2024";"0";"Продана";"";"";"";"";"";""
"3151";"22.01.2020";"18.04.2024";"2";"01.08.2023";"0";"Продана";"24.11.2023";"24.11.2023";"";"";"";""
"3164";"24.01.2020";"22.01.2025";"4";"13.11.2024";"0";"Продана";"";"";"";"";"";""
"3169";"25.01.2020";"03.07.2024";"2";"30.01.2023";"0";"Продана";"29.09.2023";"";"";"";"";""
"3171";"26.01.2020";"";"4";"01.02.2025";"0";"Дойная";"";"";"";"";"";""
"3184";"30.01.2020";"11.11.2024";"3";"12.01.2024";"0";"Продана";"07.06.2024";"07.06.2024";"";"";"";""
"3185";"31.01.2020";"24.01.2025";"4";"24.01.2025";"0";"Продана";"";"";"";"";"";""
"3195";"02.02.2020";"31.01.2025";"4";"12.12.2024";"0";"Продана";"";"";"";"";"";""
"3199";"05.02.2020";"26.07.2024";"3";"05.11.2023";"0";"Продана";"05.04.2024";"05.04.2024";"";"";"";""
"3205";"07.02.2020";"07.05.2024";"3";"27.01.2024";"0";"Продана";"12.04.2024";"";"";"";"";""
"3217";"13.02.2020";"";"4";"27.01.2025";"5";"Дойная";"";"";"";"";"";""
"3218";"14.02.2020";"";"4";"06.01.2025";"26";"Дойная";"";"";"";"";"";""
"3219";"14.02.2020";"26.12.2024";"2";"09.03.2023";"0";"Продана";"19.01.2024";"";"";"";"";""
"3220";"15.02.2020";"11.03.2024";"3";"17.11.2023";"0";"Продана";"02.02.2024";"";"";"";"";""
"3231";"18.02.2020";"02.07.2024";"3";"05.05.2024";"0";"Продана";"";"";"";"";"";""
"3232";"18.02.2020";"15.03.2024";"2";"15.06.2023";"0";"Продана";"29.09.2023";"29.09.2023";"";"";"";""
"3237";"20.02.2020";"";"3";"08.06.2024";"238";"Дойная";"";"";"";"";"";""
"3238";"21.02.2020";"";"4";"04.01.2025";"28";"Дойная";"";"";"";"";"";""
"3239";"21.02.2020";"";"4";"28.11.2024";"65";"Дойная";"";"";"";"";"";""
"3240";"21.02.2020";"05.03.2024";"3";"24.02.2024";"0";"Продана";"";"";"";"";"";""
"3249";"26.02.2020";"03.07.2024";"3";"02.04.2024";"0";"Продана";"";"";"";"";"";""
"3252";"27.02.2020";"17.05.2024";"3";"24.03.2024";"0";"Продана";"";"";"";"";"";""
"3256";"29.02.2020";"";"3";"30.03.2024";"308";"Дойная";"19.07.2024";"";"";"";"";""
"3259";"01.03.2020";"";"4";"15.01.2025";"17";"Дойная";"";"";"";"";"";""
"3260";"02.03.2020";"10.10.2024";"3";"25.08.2024";"0";"Продана";"";"";"";"";"";""
"3263";"04.03.2020";"13.06.2024";"3";"20.04.2024";"0";"Продана";"";"";"";"";"";""
"3270";"09.03.2020";"";"3";"03.03.2024";"335";"Осемененная";"13.09.2024";"13.09.2024";"";"";"";""
"3271";"09.03.2020";"20.08.2024";"3";"11.03.2024";"0";"Продана";"02.08.2024";"";"";"";"";""
"3272";"09.03.2020";"26.03.2024";"2";"06.06.2023";"0";"Продана";"18.08.2023";"18.08.2023";"";"";"";""
"3274";"10.03.2020";"";"3";"11.06.2024";"235";"Дойная";"";"";"";"";"";""
"3282";"15.03.2020";"29.07.2024";"2";"07.08.2023";"0";"Продана";"20.10.2023";"20.10.2023";"";"23.05.2024";"";""
"3283";"15.03.2020";"";"3";"22.07.2024";"194";"Осемененная";"04.10.2024";"04.10.2024";"";"";"";""
"3284";"16.03.2020";"27.01.2025";"3";"07.09.2024";"0";"Продана";"27.12.2024";"";"";"";"";""
"3288";"21.03.2020";"17.06.2024";"3";"05.06.2024";"0";"Продана";"";"";"";"";"";""
"3294";"27.03.2020";"18.07.2024";"2";"16.05.2023";"0";"Продана";"01.12.2023";"01.12.2023";"";"04.07.2024";"";""
"3297";"29.03.2020";"26.12.2024";"3";"18.08.2024";"0";"Продана";"";"";"";"";"";""
"3303";"01.04.2020";"07.01.2025";"3";"15.01.2024";"0";"Продана";"03.05.2024";"03.05.2024";"";"05.12.2024";"";""
"3304";"03.04.2020";"26.04.2024";"1";"21.06.2022";"0";"Продана";"02.09.2022";"";"";"";"";""
"3308";"05.04.2020";"27.04.2024";"3";"03.02.2024";"0";"Продана";"19.04.2024";"";"";"";"";""
"3320";"10.04.2020";"04.03.2024";"2";"16.09.2023";"0";"Продана";"12.01.2024";"";"";"";"";""
"3321";"10.04.2020";"16.07.2024";"3";"04.06.2024";"0";"Продана";"";"";"";"";"";""
"3328";"12.04.2020";"";"4";"19.01.2025";"13";"Дойная";"";"";"";"";"";""
"3336";"17.04.2020";"24.06.2024";"3";"18.06.2024";"0";"Продана";"";"";"";"";"";""
"3339";"19.04.2020";"";"4";"21.01.2025";"11";"Дойная";"";"";"";"";"";""
"3344";"20.04.2020";"";"3";"08.08.2024";"177";"Дойная";"22.11.2024";"";"";"";"";""
"3345";"20.04.2020";"25.10.2024";"3";"24.04.2024";"0";"Продана";"05.07.2024";"05.07.2024";"";"";"";""
"3350";"23.04.2020";"08.01.2025";"3";"12.07.2024";"0";"Продана";"06.12.2024";"";"";"";"";""
"3356";"24.04.2020";"17.05.2024";"3";"24.03.2024";"0";"Продана";"";"";"";"";"";""
"3362";"30.04.2020";"24.05.2024";"2";"25.02.2023";"0";"Продана";"16.09.2023";"16.09.2023";"";"25.04.2024";"";""
"3363";"01.05.2020";"03.07.2024";"2";"25.03.2023";"0";"Продана";"03.11.2023";"";"";"";"";""
"3366";"02.05.2020";"11.06.2024";"3";"03.06.2024";"0";"Продана";"";"";"";"";"";""
"3370";"06.05.2020";"08.07.2024";"2";"03.04.2023";"0";"Продана";"13.10.2023";"13.10.2023";"";"16.05.2024";"";""
"3371";"06.05.2020";"26.04.2024";"1";"04.05.2022";"0";"Продана";"10.02.2023";"";"";"";"";""
"3380";"08.05.2020";"";"3";"12.04.2024";"295";"Дойная";"28.06.2024";"";"";"";"";""
"3385";"13.05.2020";"";"3";"11.10.2024";"113";"Дойная";"27.12.2024";"";"";"";"";""
"3390";"16.05.2020";"27.01.2025";"3";"01.04.2024";"0";"Продана";"03.09.2024";"03.09.2024";"";"";"";""
"3393";"18.05.2020";"16.07.2024";"2";"29.07.2023";"0";"Продана";"13.10.2023";"13.10.2023";"";"16.05.2024";"";""
"3396";"19.05.2020";"08.07.2024";"3";"04.06.2024";"0";"Продана";"";"";"";"";"";""
"3403";"25.05.2020";"18.11.2024";"3";"05.01.2024";"0";"Продана";"22.03.2024";"22.03.2024";"";"24.10.2024";"";""
"3407";"26.05.2020";"26.12.2024";"2";"21.07.2023";"0";"Продана";"26.04.2024";"";"";"";"";""
"3408";"27.05.2020";"12.12.2024";"3";"03.10.2024";"0";"Продана";"";"";"";"";"";""
"3410";"27.05.2020";"12.04.2024";"2";"29.07.2023";"0";"Продана";"05.01.2024";"";"";"";"";""
"3417";"04.06.2020";"13.12.2024";"3";"10.08.2024";"0";"Продана";"25.10.2024";"25.10.2024";"";"";"";""
"3418";"04.06.2020";"";"3";"12.04.2024";"295";"Дойная";"28.06.2024";"";"";"";"";""
"3421";"07.06.2020";"";"3";"26.10.2024";"98";"Осемененная";"10.01.2025";"10.01.2025";"";"";"";""
"3422";"07.06.2020";"01.04.2024";"1";"06.05.2022";"0";"Продана";"30.12.2022";"";"";"";"";""
"3425";"09.06.2020";"24.01.2025";"3";"05.07.2024";"0";"Продана";"25.10.2024";"";"";"";"";""
"3427";"09.06.2020";"25.04.2024";"2";"13.08.2023";"0";"Продана";"19.04.2024";"";"";"";"";""
"3428";"10.06.2020";"24.06.2024";"2";"07.04.2023";"0";"Продана";"05.01.2024";"";"";"";"";""
"3430";"10.06.2020";"10.10.2024";"3";"03.05.2024";"0";"Продана";"";"";"";"";"";""
"3438";"15.06.2020";"";"3";"27.04.2024";"280";"Дойная";"16.08.2024";"";"";"";"";""
"3441";"17.06.2020";"03.05.2024";"3";"12.03.2024";"0";"Продана";"";"";"";"";"";""
"3446";"21.06.2020";"26.12.2024";"3";"26.03.2024";"0";"Продана";"";"";"";"";"";""
"3448";"23.06.2020";"23.04.2024";"2";"20.09.2023";"0";"Продана";"01.12.2023";"01.12.2023";"";"";"";""
"3453";"24.06.2020";"";"3";"27.02.2024";"340";"Дойная";"27.09.2024";"";"";"";"";""
"3460";"28.06.2020";"05.03.2024";"2";"19.07.2023";"0";"Продана";"19.01.2024";"";"";"";"";""
"3468";"02.07.2020";"02.05.2024";"2";"02.05.2023";"0";"Продана";"25.08.2023";"25.08.2023";"";"28.03.2024";"";""
"3472";"04.07.2020";"26.12.2024";"3";"03.09.2024";"0";"Продана";"";"";"";"";"";""
"3473";"05.07.2020";"";"3";"11.07.2024";"205";"Осемененная";"20.09.2024";"20.09.2024";"";"";"";""
"3474";"05.07.2020";"";"3";"21.05.2024";"256";"Осемененная";"06.09.2024";"06.09.2024";"";"";"";""
"3480";"06.07.2020";"";"3";"28.04.2024";"279";"Дойная";"";"";"";"";"";""
