"Номер животного";"Дата рождения";"Дата архива";"Лактация";"Дата начала тек.лакт";"Дни в доении";"Статус коровы";"Дата осеменения";"Дата успешного осеменения";"Дни стельности";"Дата запуска тек.лакт";"Дата ожидаемого запуска";"Дата ожидаемого отела"
"21039";"21.01.2021";"";"2";"18.01.2024";"14";"Дойная";"";"";"";"";"";""
"21049";"31.01.2021";"";"2";"31.12.2023";"32";"Дойная";"";"";"";"";"";""
"21058";"11.02.2021";"";"1";"25.03.2023";"313";"Дойная";"27.10.2023";"";"";"";"";""
"21061";"12.02.2021";"";"2";"25.12.2023";"38";"Дойная";"";"";"";"";"";""
"21067";"16.02.2021";"";"2";"08.01.2024";"24";"Дойная";"";"";"";"";"";""
"21089";"02.03.2021";"";"2";"07.01.2024";"25";"Дойная";"";"";"";"";"";""
"21091";"03.03.2021";"";"2";"27.12.2023";"36";"Дойная";"";"";"";"";"";""
"21092";"03.03.2021";"";"1";"27.02.2023";"339";"Осемененная";"05.01.2024";"05.01.2024";"";"";"";""
"21097";"09.03.2021";"";"2";"13.12.2023";"50";"Дойная";"";"";"";"";"";""
"21103";"12.03.2021";"";"2";"07.01.2024";"25";"Дойная";"";"";"";"";"";""
"21112";"25.03.2021";"";"2";"03.01.2024";"29";"Дойная";"";"";"";"";"";""
"21127";"11.04.2021";"";"2";"19.01.2024";"13";"Дойная";"";"";"";"";"";""
"21129";"09.04.2021";"";"1";"26.03.2023";"312";"Дойная";"25.01.2024";"";"";"";"";""
"21137";"19.04.2021";"";"1";"11.05.2023";"266";"Дойная";"";"";"";"";"";""
"21149";"30.04.2021";"";"1";"25.02.2023";"341";"Дойная";"14.09.2023";"";"";"";"";""
"21214";"09.06.2021";"";"1";"04.03.2023";"334";"Дойная";"29.12.2023";"";"";"";"";""
"21225";"17.06.2021";"";"1";"23.03.2023";"315";"Дойная";"21.09.2023";"";"";"";"";""
"21227";"19.06.2021";"";"1";"31.03.2023";"307";"Дойная";"04.01.2024";"";"";"";"";""
"21230";"21.06.2021";"";"1";"27.03.2023";"311";"Дойная";"05.10.2023";"";"";"";"";""
"21235";"22.06.2021";"";"1";"26.06.2023";"220";"Дойная";"01.02.2024";"";"";"";"";""
"21391";"08.10.2021";"";"1";"27.07.2023";"189";"Дойная";"26.10.2023";"";"";"";"";""
"21408";"20.10.2021";"";"1";"24.08.2023";"161";"Дойная";"";"";"";"";"";""
"21430";"08.11.2021";"";"1";"02.09.2023";"152";"Дойная";"";"";"";"";"";""
"21456";"22.11.2021";"";"1";"25.08.2023";"160";"Дойная";"";"";"";"";"";""
"22008";"06.01.2022";"";"1";"23.10.2023";"101";"Дойная";"";"";"";"";"";""
"22013";"11.01.2022";"";"1";"10.11.2023";"83";"Дойная";"";"";"";"";"";""
"22028";"20.01.2022";"";"1";"09.12.2023";"54";"Дойная";"";"";"";"";"";""
"22041";"28.01.2022";"";"1";"22.01.2024";"10";"Дойная";"";"";"";"";"";""
"22049";"05.02.2022";"";"1";"15.11.2023";"78";"Дойная";"";"";"";"";"";""
"22089";"19.03.2022";"";"1";"27.01.2024";"5";"Дойная";"";"";"";"";"";""
"22196";"29.06.2022";"";"0";"";"0";"Стельная";"05.10.2023";"05.10.2023";"";"";"";""
"22214";"11.07.2022";"";"0";"";"0";"Стельная";"03.08.2023";"03.08.2023";"";"";"";""
"22246";"01.08.2022";"";"0";"";"0";"Телка";"08.08.2023";"";"";"";"";""
"22283";"28.08.2022";"";"0";"";"0";"Стельная";"05.10.2023";"05.10.2023";"";"";"";""
"22285";"29.08.2022";"";"0";"";"0";"Стельная";"28.09.2023";"28.09.2023";"";"";"";""
"22292";"03.09.2022";"";"0";"";"0";"Стельная";"10.01.2024";"10.01.2024";"";"";"";""
"22301";"13.09.2022";"";"0";"";"0";"Стельная";"03.10.2023";"03.10.2023";"";"";"";""
"22302";"13.09.2022";"";"0";"";"0";"Стельная";"21.11.2023";"21.11.2023";"";"";"";""
"22309";"19.09.2022";"";"0";"";"0";"Стельная";"29.11.2023";"29.11.2023";"";"";"";""
"22310";"21.09.2022";"";"0";"";"0";"Стельная";"16.11.2023";"16.11.2023";"";"";"";""
"22312";"22.09.2022";"";"0";"";"0";"Стельная";"01.10.2023";"01.10.2023";"";"";"";""
"22315";"25.09.2022";"";"0";"";"0";"Стельная";"16.10.2023";"16.10.2023";"";"";"";""
"22316";"26.09.2022";"";"0";"";"0";"Стельная";"10.10.2023";"10.10.2023";"";"";"";""
"22317";"27.09.2022";"";"0";"";"0";"Стельная";"14.10.2023";"14.10.2023";"";"";"";""
"22318";"28.09.2022";"";"0";"";"0";"Стельная";"17.10.2023";"17.10.2023";"";"";"";""
"22320";"01.10.2022";"";"0";"";"0";"Стельная";"11.10.2023";"11.10.2023";"";"";"";""
"22321";"02.10.2022";"";"0";"";"0";"Стельная";"13.10.2023";"13.10.2023";"";"";"";""
"22322";"03.10.2022";"";"0";"";"0";"Стельная";"15.01.2024";"15.01.2024";"";"";"";""
"22323";"04.10.2022";"";"0";"";"0";"Стельная";"09.10.2023";"09.10.2023";"";"";"";""
"22324";"04.10.2022";"";"0";"";"0";"Стельная";"25.11.2023";"25.11.2023";"";"";"";""
"22325";"04.10.2022";"";"0";"";"0";"Телка";"07.11.2023";"";"";"";"";""
"22326";"05.10.2022";"";"0";"";"0";"Стельная";"11.01.2024";"11.01.2024";"";"";"";""
"22327";"05.10.2022";"";"0";"";"0";"Стельная";"08.10.2023";"08.10.2023";"";"";"";""
"22329";"06.10.2022";"";"0";"";"0";"Стельная";"26.10.2023";"26.10.2023";"";"";"";""
"22330";"06.10.2022";"";"0";"";"0";"Стельная";"10.11.2023";"10.11.2023";"";"";"";""
"22331";"07.10.2022";"";"0";"";"0";"Стельная";"26.10.2023";"26.10.2023";"";"";"";""
"22332";"08.10.2022";"";"0";"";"0";"Стельная";"20.11.2023";"20.11.2023";"";"";"";""
"22333";"08.10.2022";"";"0";"";"0";"Стельная";"07.12.2023";"07.12.2023";"";"";"";""
"22334";"08.10.2022";"";"0";"";"0";"Стельная";"20.10.2023";"20.10.2023";"";"";"";""
"22335";"08.10.2022";"";"0";"";"0";"Стельная";"15.10.2023";"15.10.2023";"";"";"";""
"22337";"09.10.2022";"";"0";"";"0";"Стельная";"11.01.2024";"11.01.2024";"";"";"";""
"22340";"10.10.2022";"";"0";"";"0";"Стельная";"05.11.2023";"05.11.2023";"";"";"";""
"22344";"12.10.2022";"";"0";"";"0";"Стельная";"19.12.2023";"19.12.2023";"";"";"";""
"22345";"13.10.2022";"";"0";"";"0";"Стельная";"06.11.2023";"06.11.2023";"";"";"";""
"22346";"13.10.2022";"";"0";"";"0";"Стельная";"10.01.2024";"10.01.2024";"";"";"";""
"22347";"13.10.2022";"";"0";"";"0";"Стельная";"15.11.2023";"15.11.2023";"";"";"";""
"22348";"14.10.2022";"";"0";"";"0";"Стельная";"21.11.2023";"21.11.2023";"";"";"";""
"22351";"14.10.2022";"";"0";"";"0";"Стельная";"15.12.2023";"15.12.2023";"";"";"";""
"22353";"16.10.2022";"";"0";"";"0";"Телка";"18.10.2023";"";"";"";"";""
"22355";"17.10.2022";"";"0";"";"0";"Стельная";"21.10.2023";"21.10.2023";"";"";"";""
"22356";"17.10.2022";"";"0";"";"0";"Стельная";"19.10.2023";"19.10.2023";"";"";"";""
"22357";"17.10.2022";"";"0";"";"0";"Стельная";"03.11.2023";"03.11.2023";"";"";"";""
"22358";"20.10.2022";"";"0";"";"0";"Стельная";"20.10.2023";"20.10.2023";"";"";"";""
"22360";"21.10.2022";"";"0";"";"0";"Стельная";"22.10.2023";"22.10.2023";"";"";"";""
"22361";"21.10.2022";"";"0";"";"0";"Стельная";"31.12.2023";"31.12.2023";"";"";"";""
"22362";"22.10.2022";"";"0";"";"0";"Стельная";"31.01.2024";"31.01.2024";"";"";"";""
"22363";"22.10.2022";"";"0";"";"0";"Стельная";"22.11.2023";"22.11.2023";"";"";"";""
"22364";"22.10.2022";"";"0";"";"0";"Стельная";"09.11.2023";"09.11.2023";"";"";"";""
"22365";"22.10.2022";"";"0";"";"0";"Стельная";"05.11.2023";"05.11.2023";"";"";"";""
"22366";"23.10.2022";"";"0";"";"0";"Стельная";"20.11.2023";"20.11.2023";"";"";"";""
"22367";"23.10.2022";"";"0";"";"0";"Стельная";"01.02.2024";"01.02.2024";"";"";"";""
"22368";"23.10.2022";"";"0";"";"0";"Стельная";"26.10.2023";"26.10.2023";"";"";"";""
"22369";"24.10.2022";"";"0";"";"0";"Стельная";"10.11.2023";"10.11.2023";"";"";"";""
"22371";"26.10.2022";"";"0";"";"0";"Стельная";"13.11.2023";"13.11.2023";"";"";"";""
"22374";"27.10.2022";"";"0";"";"0";"Стельная";"27.10.2023";"27.10.2023";"";"";"";""
"22377";"30.10.2022";"";"0";"";"0";"Стельная";"08.11.2023";"08.11.2023";"";"";"";""
"22378";"31.10.2022";"";"0";"";"0";"Стельная";"03.11.2023";"03.11.2023";"";"";"";""
"22383";"03.11.2022";"";"0";"";"0";"Стельная";"17.11.2023";"17.11.2023";"";"";"";""
"22384";"04.11.2022";"";"0";"";"0";"Стельная";"08.11.2023";"08.11.2023";"";"";"";""
"22385";"05.11.2022";"";"0";"";"0";"Стельная";"17.11.2023";"17.11.2023";"";"";"";""
"22386";"05.11.2022";"";"0";"";"0";"Стельная";"18.11.2023";"18.11.2023";"";"";"";""
"22389";"07.11.2022";"";"0";"";"0";"Стельная";"20.11.2023";"20.11.2023";"";"";"";""
"22390";"08.11.2022";"";"0";"";"0";"Стельная";"08.11.2023";"08.11.2023";"";"";"";""
"22391";"09.11.2022";"";"0";"";"0";"Стельная";"22.12.2023";"22.12.2023";"";"";"";""
"22392";"09.11.2022";"";"0";"";"0";"Стельная";"19.11.2023";"19.11.2023";"";"";"";""
"22394";"11.11.2022";"";"0";"";"0";"Стельная";"19.11.2023";"19.11.2023";"";"";"";""
"22397";"12.11.2022";"";"0";"";"0";"Стельная";"08.01.2024";"08.01.2024";"";"";"";""
"22398";"12.11.2022";"";"0";"";"0";"Стельная";"07.12.2023";"07.12.2023";"";"";"";""
"22400";"13.11.2022";"";"0";"";"0";"Стельная";"24.11.2023";"24.11.2023";"";"";"";""
"22401";"13.11.2022";"";"0";"";"0";"Стельная";"20.11.2023";"20.11.2023";"";"";"";""
"22402";"14.11.2022";"";"0";"";"0";"Стельная";"19.11.2023";"19.11.2023";"";"";"";""
"22404";"14.11.2022";"";"0";"";"0";"Стельная";"17.11.2023";"17.11.2023";"";"";"";""
"22407";"15.11.2022";"";"0";"";"0";"Стельная";"01.12.2023";"01.12.2023";"";"";"";""
"22408";"16.11.2022";"";"0";"";"0";"Стельная";"11.01.2024";"11.01.2024";"";"";"";""
"22409";"16.11.2022";"";"0";"";"0";"Телка";"";"";"";"";"";""
"22410";"16.11.2022";"";"0";"";"0";"Стельная";"26.12.2023";"26.12.2023";"";"";"";""
"22412";"18.11.2022";"";"0";"";"0";"Стельная";"22.11.2023";"22.11.2023";"";"";"";""
"22413";"18.11.2022";"";"0";"";"0";"Стельная";"27.12.2023";"27.12.2023";"";"";"";""
"22414";"21.11.2022";"";"0";"";"0";"Телка";"";"";"";"";"";""
"22417";"22.11.2022";"";"0";"";"0";"Стельная";"10.01.2024";"10.01.2024";"";"";"";""
"22419";"22.11.2022";"";"0";"";"0";"Стельная";"24.11.2023";"24.11.2023";"";"";"";""
"22421";"23.11.2022";"";"0";"";"0";"Стельная";"16.12.2023";"16.12.2023";"";"";"";""
"22423";"24.11.2022";"";"0";"";"0";"Стельная";"13.12.2023";"13.12.2023";"";"";"";""
"22424";"27.11.2022";"";"0";"";"0";"Стельная";"05.12.2023";"05.12.2023";"";"";"";""
"22425";"29.11.2022";"";"0";"";"0";"Стельная";"17.12.2023";"17.12.2023";"";"";"";""
"22426";"29.11.2022";"";"0";"";"0";"Стельная";"22.12.2023";"22.12.2023";"";"";"";""
"22437";"04.12.2022";"";"0";"";"0";"Стельная";"07.12.2023";"07.12.2023";"";"";"";""
"22439";"05.12.2022";"";"0";"";"0";"Стельная";"07.12.2023";"07.12.2023";"";"";"";""
"22440";"05.12.2022";"";"0";"";"0";"Стельная";"11.01.2024";"11.01.2024";"";"";"";""
"22442";"06.12.2022";"";"0";"";"0";"Стельная";"29.12.2023";"29.12.2023";"";"";"";""
"22444";"06.12.2022";"";"0";"";"0";"Стельная";"09.01.2024";"09.01.2024";"";"";"";""
"22445";"06.12.2022";"";"0";"";"0";"Стельная";"29.12.2023";"29.12.2023";"";"";"";""
"22446";"07.12.2022";"";"0";"";"0";"Стельная";"16.12.2023";"16.12.2023";"";"";"";""
"22454";"09.12.2022";"";"0";"";"0";"Стельная";"12.12.2023";"12.12.2023";"";"";"";""
"22458";"10.12.2022";"";"0";"";"0";"Телка";"";"";"";"";"";""
"22461";"11.12.2022";"";"0";"";"0";"Стельная";"23.12.2023";"23.12.2023";"";"";"";""
"22470";"12.12.2022";"";"0";"";"0";"Стельная";"27.12.2023";"27.12.2023";"";"";"";""
"22472";"12.12.2022";"";"0";"";"0";"Стельная";"19.12.2023";"19.12.2023";"";"";"";""
"22475";"15.12.2022";"";"0";"";"0";"Стельная";"09.01.2024";"09.01.2024";"";"";"";""
"22479";"17.12.2022";"";"0";"";"0";"Телка";"";"";"";"";"";""
"22482";"20.12.2022";"";"0";"";"0";"Телка";"";"";"";"";"";""
"22485";"22.12.2022";"";"0";"";"0";"Телка";"";"";"";"";"";""
"22488";"24.12.2022";"";"0";"";"0";"Стельная";"27.12.2023";"27.12.2023";"";"";"";""
"22498";"28.12.2022";"";"0";"";"0";"Стельная";"06.01.2024";"06.01.2024";"";"";"";""
"23004";"03.01.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23016";"14.01.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23020";"16.01.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23021";"16.01.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23024";"18.01.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23025";"19.01.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23026";"21.01.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23030";"27.01.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23047";"16.02.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23048";"18.02.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23050";"19.02.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23053";"20.02.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23056";"21.02.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23059";"21.02.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23063";"26.02.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23067";"01.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23068";"01.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23070";"02.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23072";"03.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23073";"04.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23078";"04.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23079";"04.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23080";"05.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23082";"05.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23086";"11.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23089";"14.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23092";"17.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23094";"18.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23095";"18.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23096";"20.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23097";"21.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23098";"22.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23101";"25.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23102";"25.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23104";"27.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23111";"03.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23113";"04.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23115";"06.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23116";"07.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23117";"08.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23118";"08.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23119";"11.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23120";"12.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23121";"12.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23122";"13.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23123";"14.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23125";"16.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23128";"20.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23130";"21.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23131";"22.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
